"X0.26_slope","X0.26_qval","X0.76_slope","X0.76_qval","X1.3_slope","X1.3_qval","X1.8_slope","X1.8_qval","X2.3_slope","X2.3_qval","X3.2_slope","X3.2_qval","X4_slope","X4_qval","X4.5_slope","X4.5_qval","X5_slope","X5_qval","X5.5_slope","X5.5_qval","X5.8_slope","X5.8_qval","X5.9_slope","X5.9_qval","X6.1_slope","X6.1_qval","pf","pk"
"PBANKA_0101000",-0.0281981560015444,0.0932292069965442,0.288540417420697,1.02292528591461e-09,0.658673881092393,1.73479183252068e-55,-0.661608812590467,3.134437579277e-145,0.26335353507444,8.34030037503203e-23,0.06706040942772,0.000115819759503681,-0.620921660862974,3.37123316306182e-24,-0.0521634369876963,3.25091054332355e-07,-0.00172527830115818,5.05270081653186e-26,0.00115901405273755,8.21431953468553e-10,-0.00191571814514079,0.8075414615236,-0.00103818659941668,0.609462358269076,0.0302027083480939,0.598764801629799,"PF3D7_0602200","PKNH_1148500"
"PBANKA_0103000",-0.127687212120785,0.12312806169501,0.0068390081152186,0.748463873826908,0.611071720247233,3.97231129145293e-72,-0.566021794166874,3.14130517525673e-121,0.0711838044693511,7.95977546841118e-05,0.246455969860823,1.29085252717557e-24,-0.0593754102638231,0.61428214170442,-0.296901797945266,5.24377165920524e-17,-0.000399805538515891,0.936023122554825,0.390123514141754,1.15110429897184e-09,-0.623775133370315,0.903422116234956,-0.316060733350547,0.675361643818323,-0.352827604422753,0.309855570639668,"PF3D7_0604200","PKNH_1146300"
"PBANKA_0104100",0.00625584601131895,0.876072223690172,-0.00501236845514172,0.796565769681355,0.0563068969464406,1.98607056361376e-16,0.247130491518454,6.95168289805548e-106,-0.0561961239320276,0.0715352674027784,0.0397457726975718,0.0222606141002639,-0.32283268331502,1.67923283329616e-05,-0.0832161517330459,0.00121831257542556,0.292120734416631,5.0718548412704e-16,-0.225986744051708,6.60728397584041e-09,-0.00218700696218117,0.873126405251999,-0.00234787376110412,0.607630064273872,0.0144993375742605,0.461071212532428,"PF3D7_0605300","PKNH_1145200"
"PBANKA_0104700",-0.00110588904210111,1.40967087496217e-07,0.00349506879920443,0.875236693316476,0.0398340069328005,3.24376728539513e-07,0.403476070738677,1.66289829165883e-136,0.215192725920147,1.61868981904282e-06,-0.291098475372587,3.71648757673831e-56,0.207396719602153,6.20512524703685e-09,-0.0467062259265129,0.00422501741930414,-0.0639508540864726,1.01699275815869e-10,0.000483854400688135,1.5593962493496e-05,-0.0015038377421457,0.8075414615236,-0.000864025180249086,0.607630064273872,-4.10982045163663e-05,0.914051990852199,"PF3D7_0605900","PKNH_1144300"
"PBANKA_0104900",-0.433497085953374,0.00786818875539844,0.249706992890955,0.017753334471027,-0.402052279510706,1.61250503702106e-24,-0.00563660867290093,0.112173004867091,0.00889293104678541,0.0450750803519151,0.0479961336854486,2.89969194660746e-17,0.00324174348017231,0.951583578704947,-0.0744827719788856,5.80221242156619e-07,0.16144056054545,1.44013008909821e-17,-0.171030149384469,0.00169442593412699,0.163645022181917,0.989614427454538,0.967929106641709,0.607630064273872,0.305036151053942,0.439604962871001,"PF3D7_0606100","PKNH_1144100"
"PBANKA_0105700",-0.00876227683239672,0.728511399972537,0.000137173972615483,0.0114826044266618,-0.000170094240217415,0.295441453753057,-0.000200109298707241,0.00020733943897773,0.00122601039817235,0.00633395342465955,0.000287831076280238,0.732096026844181,0.0205904202849652,0.241412864843017,0.844061683395355,9.08631774437571e-40,-1.33574659808186,2.1985956965919e-20,-0.0150510025079415,0.177586276847495,0.150188982583017,0.8075414615236,-0.000111183813833199,0.997809652866852,-0.000173920793863366,0.742521771590121,"PF3D7_0607100","PKNH_1143200"
"PBANKA_0105900",-0.177400567590639,0.339183368128208,0.0271612403560955,0.767308158734025,0.546918871583048,8.34931978299259e-54,0.328561193053101,6.59287871596113e-59,-0.470849019067372,4.79055401741174e-29,-0.274170936482791,9.48930868797812e-63,-0.00195249873110596,0.278352673302874,-0.000529628827010624,0.928944329143601,0.00303381511742229,0.116010430188297,0.348930261117606,1.62264260545116e-07,0.463463769717307,0.993004946434832,0.290597102048948,0.95990567047226,-0.583903678682506,0.309855570639668,"PF3D7_0607300","PKNH_1143000"
"PBANKA_0107200",0.000146555923672523,0.244564131352025,-0.00118008033010076,0.916952549140058,0.56298599357424,2.035456473079e-70,-0.487009161759469,5.51287729550817e-94,0.0864452238645272,3.2035085106597e-05,0.184140885232319,1.31307387832176e-31,-0.586391891123519,1.23303820362149e-16,-0.0545547612555453,3.33495640672036e-12,-0.000356909737525169,0.925313539432294,-3.27947432857156e-05,0.54762995147903,0.00387143064995268,0.8075414615236,0.000624950580078262,0.677071436619921,-0.0167243879355715,0.558223580264375,NA,NA
"PBANKA_0107800",-0.495220503806066,0.0478738372118269,0.0295802945502719,0.277371080458088,-0.000250160672271486,0.993372003885584,-0.0737698892262151,1.08677954890444e-45,2.31273047189357e-05,1,-0.00186067570776487,0.0143070503566206,0.00104616397966514,0.0616209050871762,0.000606812001235017,1.67205170652109e-28,-0.00189400719429518,0.576658269812805,0.000489407780669701,7.58696431424555e-06,0.00108974555649256,0.949211489614829,-0.000423362166573585,0.993554362610921,0.215363495344539,0.448933671468955,"PF3D7_0609200","PKNH_1141000"
"PBANKA_0108100",0.00169454636814374,0.0931473299400379,0.00431058235272501,0.84224341077266,0.0349493071513147,2.08126679602771e-06,0.21247257644196,1.04405179975414e-51,0.151920978588288,0.000688549413725961,-0.106689768237657,1.7641908315526e-13,0.638188690452106,2.3368347821894e-11,-0.403711844218757,1.3090934306162e-13,-0.287073240627417,0.00033555090394567,0.00551879827828902,0.0818176893281733,-0.0118074915309096,0.8075414615236,-0.00164214027755692,0.909442641328405,0.00101762342264331,0.618805239546513,"PF3D7_0609500","PKNH_1140700"
"PBANKA_0108200",0.00808293691484505,0.425260847322798,0.975096510349982,2.58940766166157e-09,0.5522611741201,1.41890361827374e-23,-0.44665724708648,1.43631318496114e-109,-0.00636159409366036,0.00376942023460767,0.00224631634987039,0.245029375232142,0.142505955354852,1.70537333811782e-06,0.685605523289163,1.34998755987995e-40,-0.983582259341957,5.77102744526732e-24,-0.00574061244346184,0.306258534142062,0.00266911114963968,0.8075414615236,0.00197757641184859,0.607630064273872,0.0323311013725881,0.594799891200214,"PF3D7_0609700","PKNH_1140600"
"PBANKA_0109000",-0.00777339099654348,0.909668107717549,0.0413578373867202,0.294781330760693,0.5850292893318,3.81781449124539e-66,-0.565787959204579,1.30655809730619e-93,-0.0156530625899925,0.176985444159717,0.00499150824293818,0.243945429986162,-0.0383424026437264,0.00896784844767237,-0.00099368292508689,0.00636172416385634,0.00106751552274705,0.00125823475073919,-0.00160975090641209,8.71264533954541e-06,0.00148969694133733,1,-0.00391623985740532,0.607630064273872,0.00152428930087232,0.558223580264375,NA,NA
"PBANKA_0109500",-0.0159221381178193,0.389141468062031,0.00424104522589308,0.906558561482286,0.451245028262576,4.5406783756296e-53,-0.180676572897291,5.54419788260975e-09,-0.147710077366822,0.000121204594959378,-0.035414083736219,0.00280179489925036,-0.0986657040710687,0.00659205110611449,-0.0225706911666084,0.0190402618083674,-0.00129219158606489,0.0137434470478807,0.0225375563620276,0.00195834576696924,-0.00464416207276772,0.8075414615236,0.16768137123261,0.607630064273872,0.00417697846407352,0.953142138683601,"PF3D7_0611200","PKNH_1139200"
"PBANKA_0110200",-0.0183494377305081,0.678842722645199,0.0353080258784612,0.311135307296348,0.666708440364864,3.84592022121407e-74,-0.18055976387978,4.38841884058931e-19,-0.403158075948461,4.67780147562169e-36,0.0364496515831039,0.000503773123296776,0.328222143952077,1.66370340664955e-07,-0.406971826638738,1.23054707836667e-27,-0.00382765893057356,0.805887585145618,-0.0068594511351815,0.276704375863168,0.204468767746973,0.8075414615236,-4.13297356161111e-05,0.607630064273872,-0.0145874267244355,0.558223580264375,"PF3D7_0611900",NA
"PBANKA_0111500",-0.000193019885582448,0.678842722645199,0.0191736554545815,0.534202198688913,0.82642248281305,7.70263732154879e-94,-0.268168182778826,1.5974105942376e-38,-0.15534129900058,2.56240610577101e-08,-0.0352831871523511,2.02105218211409e-06,0.26718939440209,1.51463590843986e-09,-0.103817736766066,1.93799998307081e-10,-2.65151552790196e-05,0.942355997444528,9.82344474111413e-05,0.11570938128685,-0.00177559005665492,0.8075414615236,-0.000116263522898505,0.571877921498115,0.000290783262860506,0.648709879379301,NA,NA
"PBANKA_0111700",-0.00174652555528858,0.690819231609385,0.0266016303262069,0.548504973539441,0.22360435411091,4.05539577123295e-34,0.204392062958671,1.78296750553924e-21,0.0605634822167089,0.216233516108786,-0.178418646061803,7.41100170432079e-18,0.541419120967822,2.79971776554837e-09,-0.224409519554159,1.03299418789702e-13,9.38592456343958e-05,0.0200599671763192,0.0232025664232709,0.0213196350754811,0.0305909106348362,1,-0.00335363141230859,0.607630064273872,-0.0246875616499428,0.527580985133574,"PF3D7_0613400","PKNH_1136600"
"PBANKA_0112600",1.18363249035174,1.90010301835317e-05,-1.61356395935963,4.64670387729337e-19,-0.159849945956944,9.38508906568607e-33,-0.000320807200108017,0.436003092041219,0,1,2.27594840603318e-05,0.360620012466561,0.00801591380573265,3.85860845552959e-05,0.288094759899023,4.15895466428453e-35,-0.170701794983967,1.18428866343487e-07,-0.00439957967177303,0.810375873340094,0.0250806147674792,0.884736067151138,0.025958413675985,0.81350882510304,0.538390191829575,0.00519459697579903,NA,NA
"PBANKA_0201340",-0.207128996396724,0.180122472812367,0.0428259847422378,0.69107098900072,0.781849905568156,5.60816320362059e-81,-0.394920515878415,9.04375158362163e-36,-0.402540252297509,6.51616729440481e-21,-0.0196973356989738,0.000911526832036961,0.0243790087715004,0.0149903249473899,-0.00294451335347978,0.919419196564411,0.865697100730077,6.47201616544275e-25,-1.24975882254836,8.48977034645819e-12,1.36078129219001,0.8075414615236,0.624227782215207,0.607630064273872,0.0611463732246759,0.857998228157745,NA,NA
"PBANKA_0201500",0.0487996692816556,0.880260289613881,0.213000084085735,0.325626134051593,-0.52023959533899,5.39597592518461e-33,-0.000495833224155444,0.90382872857284,0.000105823577155212,0.845642709863984,6.83402465417036e-05,0.45915057205626,-0.000254144305230523,0.509875636361751,0.00516082632982989,0.0388093273597897,-0.000278477223461361,0.971184718148785,-0.0414668288997138,2.41378861693563e-05,0.000324922022225504,0.99405930268329,0.185827992603732,0.607630064273872,-0.0574894057115806,0.698225200057959,NA,NA
"PBANKA_0202000",0.0149872958745017,0.728511399972537,-0.0753184955823174,0.212132548364118,0.0954967441090661,8.53395618358791e-11,0.350292993291645,1.56903002644467e-71,-0.176879984548846,5.65842991379686e-10,0.225947353638397,2.06266137934525e-33,-0.670324544824744,1.21522739778435e-11,-0.125358774952703,1.43000936183995e-08,-0.0457140654945105,1.34926341855215e-08,-0.00151269180984802,0.331203387036615,0.0864246232837288,0.8075414615236,0.000420081710008922,0.607630064273872,0.0605894731886702,0.558223580264375,"PF3D7_0111800","PKNH_0201800"
"PBANKA_0202900",-1.24458579731795,0.000127199010434518,-0.0499891025622235,0.622540043256847,0.0463757896965572,0.0101540076979279,-0.132670383662707,1.62832546299493e-117,-0.00171931744608297,0.398115585189667,0.000939068412422029,0.380225277537401,-2.24339002989495e-05,0.967320130850731,-0.00400954592214196,0.634476715619026,0.0222383496334196,0.000165987822720314,0.204204058584813,0.000155739709822513,3.58960895789578,0.8075414615236,0.954526114903538,0.661244874458492,1.26461685586484,0.0173413389150867,"PF3D7_0110800","PKNH_0203100"
"PBANKA_0203100",0.0397013871870207,0.706679086934625,-0.175028177034431,3.78108958886519e-11,0.00188636028805389,0.219228075289632,-0.00329127133687567,9.59103313443317e-08,0.000407441714081208,0.0980418435223616,-0.000340252194533986,0.826246410800535,0.00184138036327899,0.607554633015607,0.207653111197838,1.20010970223757e-18,1.68458077135513,7.41383008773205e-30,-0.954611440227571,3.03533673684873e-13,1.25765577289706,0.8075414615236,0.890294720532204,0.607630064273872,-0.0798747989073299,0.594799891200214,"PF3D7_0110600","PKNH_0203300"
"PBANKA_0203650",-0.00141791813246745,0.00652050039980743,0.00728962263282081,0.823519960642105,0.0903847990155478,6.94385335887868e-19,0.0724685123935443,1.5616408318084e-06,-0.0910161258331864,1.19750424423588e-07,-0.00872396197983699,0.0915184228309315,0.0408454401457482,0.000584133779843544,0.0510936386283053,0.393051890475191,-0.043481076823605,0.0285445365052791,0.00110016705581936,2.57136773260992e-05,0.0557568931030706,0.8075414615236,0.00185189947396436,0.728587849119792,-0.022577149677838,0.562878619662908,NA,NA
"PBANKA_0203750",0.351868955944472,6.72291902520115e-07,-0.311423940504384,2.66635337612155e-05,0.725862072163586,6.26383426902445e-69,-0.0295907172305329,0.18272868444532,-0.304502948370131,2.95461719610352e-12,-0.145798629918653,2.70227091145214e-15,0.343946513997593,2.15249849869101e-08,-0.212119274031762,0.001080915689317,-0.133590876179494,0.0134268755295547,0.0350872711808865,0.500746482102356,0.103947583946903,0.915714798930609,0.0300826623922823,0.607630064273872,0.00131576743750631,1,NA,NA
"PBANKA_0204700",-0.0139223068691647,0.678842722645199,0.0611598282473826,0.133158035809653,0.879914677045293,8.80696044815381e-90,-0.642388443155375,2.35896431099776e-138,-0.227861706637855,1.39210398593589e-28,0.0366016447422129,8.74127164976578e-06,-0.142366189389017,1.96468375077824e-09,-0.00230665362854055,0.768720947581994,0.00700588526976747,0.399583697063939,-0.00228695016299309,0.0347096324376906,0.166275661424103,0.8075414615236,-0.00118480628669762,0.607630064273872,-0.043962778261829,0.594799891200214,"PF3D7_0108800","PKNH_0204900"
"PBANKA_0206100",0.0284631836539851,0.845454861317756,-0.0117189861154867,0.767874784385899,0.0639852589510183,2.01675999118915e-19,0.177177265180292,1.15763790788967e-61,-0.17687021449024,1.70531318527712e-19,-0.0241510181903267,2.05239472753107e-10,-0.0093187390672314,0.00185586890895695,-0.00043770264775159,0.927580818539692,0.283648946763038,9.26356490388307e-13,-0.155190882089044,0.393510895147407,0.0660357406962365,1,-4.49474452044595,0.534571344851026,-0.208956287200893,0.562878619662908,"PF3D7_0107200","PKNH_0206300"
"PBANKA_0206300",0.00233397775343434,0.473435595888148,-0.00281562800420097,0.748463873826908,0.00509160055720797,0.000305357110780976,0.0955534130039859,1.71034910477098e-66,0.806545767443358,9.17416389528342e-69,-0.423745296131099,2.3952019279217e-44,-0.0691342425045186,0.00443930254574706,-0.010158671974347,0.027499486472719,0.000202594286409063,0.697999584889098,-0.00147785949269707,0.336443545740466,-0.0161108061247559,0.949211489614829,-0.00493537613744512,0.859217408045948,0.0185908837295706,0.666415543033648,"PF3D7_0107000.1","PKNH_0206500"
"PBANKA_0206500",-0.0226373365615916,0.68039555230074,0.0067610336120049,0.810622964317014,0.140944847449395,2.45839210761996e-38,0.141481562816866,7.92509965471098e-51,-0.19072744806458,2.94873039029211e-33,-0.0239544131532283,1.58861898712799e-08,0.0699449501182563,1.8866540607649e-06,0.460286098933506,3.22194800316365e-26,-1.10172607728982,1.44201275734609e-14,-0.0732444027616447,0.13306904483457,0.603743942189228,0.8075414615236,-0.00105751200255613,0.701401294013674,-0.0585933798610768,0.558223580264375,"PF3D7_0106800","PKNH_0206700"
"PBANKA_0206900",0.158206317094893,0.153288979792773,0.7321270442211,0.000122532233966476,-0.483588857162424,8.56895005206246e-49,-0.000124650461119228,0.951679067201335,0.0294258037674412,6.11232385670521e-08,-0.00432536086750022,0.214332127997797,0.149235274349567,2.80951041661317e-05,-0.120718130187449,2.16590182242702e-07,0.00297031482434098,3.58530964779928e-21,-0.00352751780852658,1.59476582214515e-11,0.000936248698024822,0.954736357914612,0.0017670157903024,0.712189286701739,0.0489832146609369,0.727231501346531,"PF3D7_0106400","PKNH_0207100"
"PBANKA_0209100",-0.141405748901509,0.239598630392254,-0.030720478480633,0.264646892866896,-0.00344129730860969,0.033980398010655,0.0514335529710689,2.78831734618371e-50,0.56682264998002,5.74727154056978e-73,-0.272063969867623,7.80693197043294e-40,0.0483202678739285,0.333019796461333,-0.0536231779817826,1.62814405977058e-05,-0.00203992354249486,0.199902907403293,-0.00216739658013292,6.02833597580982e-13,0.00665377177313783,0.8075414615236,0,1,0.149154823870825,0.174596929217029,"PF3D7_0104000","PKNH_0209500"
