"X0.26_slope","X0.26_qval","X0.76_slope","X0.76_qval","X1.3_slope","X1.3_qval","X1.8_slope","X1.8_qval","X2.3_slope","X2.3_qval","X3.2_slope","X3.2_qval","X4_slope","X4_qval","X4.5_slope","X4.5_qval","X5_slope","X5_qval","X5.5_slope","X5.5_qval","X5.8_slope","X5.8_qval","X5.9_slope","X5.9_qval","X6.1_slope","X6.1_qval","pf","pk"
"PBANKA_0411000",-0.0242392139630292,0.678842722645199,-0.000248200270564637,0.776301607729251,0.148479048874496,1.57127786263203e-19,0.197936155909001,1.11055254134971e-12,-0.317067653023306,3.15584979004983e-18,0.00565786517073325,0.341816400844444,-0.00929777665955922,0.330276420980815,-0.000160108561318932,0.989149921837862,0.0108856911744625,0.452728181183414,-0.0307184421805946,0.261059892662602,0.364041954424919,0.8075414615236,-0.0960193959995412,0.695841495008618,-0.000796473913703267,0.558223580264375,"PF3D7_0313300","PKNH_0828900"
"PBANKA_0411300",-0.121117932875322,0.394392201631268,-0.00157888623419961,0.818552916466928,0.0256346367406266,5.62345300751732e-07,0.181968071587984,3.99997248897393e-103,-0.0380139242016846,0.122453225016225,-0.0477547184775231,1.03498217633324e-06,0.347260806728131,6.40578535168673e-11,0.0104241729955711,0.919419196564411,-0.414679556297641,1.30756958814008e-05,0.795425067421924,6.1921089770808e-07,-2.70015058498496,0.8075414615236,-1.02631443012677,0.814766002121048,-0.712840616827383,0.00239871825714173,"PF3D7_0313600","PKNH_0828600"
"PBANKA_0411400",-0.176636350902897,0.00523782790272774,0.00885324707185461,0.720166632523196,0.690379352976851,1.06709827876301e-86,-0.236326798964636,7.88550488504437e-25,-0.191763311657083,5.32288045389581e-05,-0.160211683633315,3.27903384683371e-22,-0.0205469727814871,0.574910560729152,-0.0274936755584217,3.55015105973712e-06,-0.00385302124748711,0.442203409113124,0.0109932682144214,0.000767065192246269,0.144039350848029,0.8075414615236,0.234591523424201,0.607630064273872,0.192283816214538,0.494625612283917,NA,NA
"PBANKA_0411800",-0.0547307839377273,0.728511399972537,0.000307247562369906,0.503673494767262,0.0345551759423755,3.74328402552184e-24,-0.0419186342366655,2.68471758639792e-52,0.0463013634482831,1.81505624296788e-13,-0.0193619516098091,8.55006700571606e-10,-0.0135628348842447,0.0558046894895707,-0.00139540378742364,0.235536790830017,0.302987360084153,8.71845213796696e-09,0.0868228490138319,0.582929775367347,-0.719522086214756,0.99405930268329,-3.10552744889928,0.554389765864441,-0.814389791299458,0.0347312571927253,NA,NA
"PBANKA_0414400",0.000475975753024113,0.491735333926292,0.0220708483158778,0.306858917511942,0.46901857153357,8.25259143282214e-67,-0.134657276948805,3.63296936373027e-16,-0.114427661132632,0.000234126633262946,-0.141194072656082,2.80302463363783e-30,0.870126887831317,8.80579921275419e-26,-0.602332217657187,6.68288361480048e-20,-0.214590970105581,6.13590583785069e-09,-0.00144787260737194,7.04562649046472e-05,-0.0106960728841942,0.8075414615236,-6.90620796170354e-05,1,-0.000474199942321235,0.707913240291497,"PF3D7_0316600","PKNH_0825200"
"PBANKA_0415200",-0.0217930664863314,0.686091154607598,-0.000469034119522341,0.984616462318842,0.0805613626004602,1.41316784895407e-30,0.00344318451994312,0.667165380770691,-0.0523476308332861,0.00369391651407827,0.0514713746214747,6.13595789132529e-06,0.230042365837202,0.0133850808400981,-0.277944960421803,1.14577682852381e-11,0.203961135280908,5.86263872386552e-06,0.013957579506642,0.528857557650508,0.262401400901805,0.831231398686864,-0.0018088378324659,1,-0.00647632503064302,0.854518199759959,"PF3D7_0906100","PKNH_0703900"
"PBANKA_0416600",-0.000655704594504195,0.702372340161341,-0.00974155632344043,0.823519960642105,0.0877595777627007,4.38227819613678e-11,0.72221879651504,7.57207425231962e-186,-0.0690900043702903,0.226754323608819,-0.261089938432925,6.09684603992788e-47,0.0126942980542879,0.271856767942783,-0.00852924006645213,0.00304943203692222,0.000684654475504808,0.109722051249375,0.000456945215714552,0.0954566526880266,-0.00789943456318147,0.8075414615236,1.36813627120736e-06,1,-0.00862655001954655,0.174988106467919,"PF3D7_0904800","PKNH_0702500"
"PBANKA_0416900",0.00845703040199162,0.823844353385166,-0.0208627742190867,0.00897741382730514,0.0802373980936947,4.61830050461191e-13,0.0323365351702838,0.0421606155421907,-0.118243809246865,5.74345281013564e-11,0.0373392879649749,8.97621981832781e-06,-0.0394751315766255,0.22406700689807,-0.0333803640225001,9.6845754076216e-10,0.31641284271255,1.16132587583662e-10,-0.988761107318049,3.78683542889795e-08,-0.285653577182153,0.8075414615236,0.855760518069029,0.607630064273872,0.09702409332287,0.472071095578609,"PF3D7_0904500","PKNH_0702200"
"PBANKA_0417500",0.973511784112352,1.66967656441577e-05,-1.32703305208233,2.98919554646565e-09,-0.246078552628624,2.72329063413937e-21,-0.00033455626274231,0.126039415300012,0,1,0,1,0.0270622704209776,1.04802233642539e-11,-0.00853982352565827,2.30504455895899e-11,-1.74031723095413e-07,0.936023122554825,0.00038075269076653,0.72075888147281,-5.16205828031426e-05,0.8075414615236,-2.98847225106657e-05,0.607630064273872,0.170138688910184,0.559426179759046,"PF3D7_0903900","PKNH_0701600"
"PBANKA_0417700",-0.0284612837647478,0.716560235779194,-0.00153318817296385,0.738964648431989,0.0258987788287086,1.49008967895645e-15,0.0821894182536821,8.34525944169863e-58,0.0765094176344677,0.0013681238417269,-0.0330658513415996,0.0253259496391294,0.350175131582971,9.14468573855315e-09,-0.632278931412783,5.51703991033669e-27,0.134328819436269,0.00696873656350148,-0.0284999453613967,0.0861515712914283,0.00269344183976982,0.8075414615236,0.0005203661382094,0.820787227892672,0.00511119466984281,0.562878619662908,"PF3D7_0903700","PKNH_0701400"
"PBANKA_0417800",-0.0351343976505977,0.690819231609385,-0.00208100333273214,0.128579456309945,-0.000184395399338408,0.524529606815016,0.00294597818468432,3.99500125682934e-17,0.0184126961601634,1.63120738520341e-05,0.03336254474271,1.97414720843958e-12,0.051353939647296,0.180234978718685,0.689359002140287,3.89973538803787e-25,-1.7417826910834,5.75675099796788e-26,0,1,0,1,0,1,-0.121712340630518,0.589481197441788,NA,NA
"PBANKA_0401800",0.0125155477631035,0.896904777060669,-0.0233770176790766,0.000945250268047512,0.00183207658088814,0.0719385485911774,0.000235731950373384,0.161174183999484,0.00467552868393172,0.134099049028615,0.249579803047804,6.67754072351322e-79,-0.518267738709837,4.10391676004135e-24,-0.0704671147098897,5.8057432897408e-10,0.343195998939884,1.96632196284693e-10,-1.20894075565284,1.87483443677867e-11,-0.171684023964867,0.867043460486088,0.681883668420424,0.628833060432041,0.00456192513972496,0.973310845308925,"PF3D7_0303200","PKNH_0839900"
"PBANKA_0403000",0.86751480280451,1.94681709708891e-09,0.10941906007136,0.713656118985271,-0.816004260005551,2.93168827931468e-101,0.000496473826734999,0.662425867746317,0,1,0,1,0.0275003466952185,2.88171465619329e-07,-0.0215358931863818,1.37154250489003e-08,0.00576271219492259,0.000581577860081239,-0.0133802720022207,0.0055355700253794,-0.000110631563019688,0.8075414615236,0.0750525932688959,0.607630064273872,-0.00537098491312105,0.962120663515956,"PF3D7_0304400.1","PKNH_0838700"
"PBANKA_0403900",-0.0538537571888712,0.715558000771362,-0.00399378728903681,0.82881403189023,0.0100256659801031,0.00148401399372548,0.0785591025041462,1.06099943297444e-39,-0.0911116783329011,3.23937624622804e-09,0.0343608158291221,1.37592310885714e-11,-0.034711636329801,1.07885253342292e-05,-0.00271402355523513,0.772807100243627,1.08536583188194,3.42457223352852e-20,-1.30127497305395,3.52081851785451e-15,1.5138784910444,0.8075414615236,-2.11995445456763,0.607630064273872,-0.154660628132639,0.454069496002708,"PF3D7_0305400","PKNH_0837300"
"PBANKA_0404600",-0.0453561982576394,0.561189333548228,0.0715481805048461,0.31426296102792,0.596102043803896,5.63824248757634e-60,-0.596288278564281,8.56512508901028e-84,0.0390424957233129,0.0131150448711172,-0.0234717343506309,0.000891861491734577,-0.0262696596918381,0.00463774588079055,-0.00695067378061891,0.457970350139939,0.0525588681804625,0.000157758181536731,-0.101224358904665,1.3250682981899e-10,0,1,0.0801335843143237,0.868909459040898,0.0828994010670574,0.522068216929057,"PF3D7_0306200","PKNH_0836500"
"PBANKA_0405100",-6.68212188984665e-05,0.647764709703574,0.0282724144350508,0.227077344052785,0.337287406496041,3.37190370324485e-59,-0.267340568178613,5.13049121561574e-107,0.0010468842702725,0.309912789808045,0.00418214902288483,0.000885734217028805,0.365541091033132,8.15483430812078e-18,-0.329860603581278,4.21208451928563e-05,-0.0838213538414142,0.015641863595792,-0.00199797006320543,0.251769912207388,0.035914677015658,0.8075414615236,0.21754496543659,0.607630064273872,-0.0476133801776492,0.594799891200214,"PF3D7_0306700","PKNH_0836000"
"PBANKA_0405300",0.492417435170396,7.4535064132317e-08,0.953563786195232,5.22113781785469e-11,-1.45010101962906,6.03788354637738e-155,-3.65748266529447e-05,1,0.0019663435397006,0.144905919907803,0.000236055320056325,0.189553387763762,0.036518900311283,1.37217514165833e-16,-0.0157347813158918,3.94951801926121e-17,-0.000210023903980384,0.474434121841184,-0.00231885315308912,0.806857553861804,-0.000127057066532168,0.8075414615236,0.154014327428524,0.607630064273872,0.0359412938999509,0.900433940032825,"PF3D7_0306900","PKNH_0835700"
"PBANKA_0405900",-0.0103377515823087,0.686091154607598,-0.00629235184101636,0.48218870621298,0.0118325140787519,8.11884820121106e-05,0.0621795721214451,1.84753220105838e-20,0.041781845651074,0.081120433028413,0.0969746840934735,2.79994131510654e-05,-0.40281929510147,5.43779289572578e-09,0.0245159671644701,0.0422020602327348,-0.0393030610874492,0.00115139384007848,-0.00741113948374451,0.278167720174344,0.148860982672379,0.8075414615236,3.08479322656716e-05,1,0.00552810293755341,0.854518199759959,"PF3D7_0307600","PKNH_0835100"
"PBANKA_0406700",0.000386968047365584,0.240256637822437,0.0244962812556678,0.74401266176079,0.670713112289761,4.6570164166806e-48,-0.696658934280197,5.94910377110303e-82,-0.123823208802219,3.61614841147331e-08,-0.00192332445621074,0.291733637670465,0.00501018838908728,0.237223482761845,-0.00478760166551785,0.0316374347349037,0.00302973351328647,0.66016546404422,0.103953005188607,0.002122688812899,1.04473915981465,0.8075414615236,0.127525540390932,0.948753082713506,-0.0551356714706087,0.558223580264375,"PF3D7_0308500","PKNH_0834200"
"PBANKA_0407000",4.81499907852515e-05,0.854304176733428,-0.00949390561881451,0.815694454009971,0.157272554039468,3.19108840567373e-14,0.221361657795784,5.12125950086334e-12,-0.379686848957491,5.18774669023923e-14,0.00504300184667132,0.00179961861451389,-0.0135125494321043,0.231817277717098,-0.000578020527083097,0.945679511908526,-0.0217436087674147,0.00233473567006279,-0.0100886346807039,0.690002803775233,0.356120910055626,0.888089894740333,-0.00238112775986698,0.607630064273872,0.00555290623743388,0.953142138683601,"PF3D7_0308800","PKNH_0833900"
"PBANKA_0407200",-0.0199834210870591,0.818020251649968,-0.0178861245515648,0.706972249043548,0.237979075397312,7.14304300846742e-27,-0.317379978439441,7.16711447975737e-27,-0.0890941051547074,7.74019915966886e-07,0.0216359889719729,4.54611605859006e-05,-0.00899573660326111,0.806035952665482,-0.0314801980962023,0.00066630777643345,0.0803710903390179,1.91650373531845e-05,0.213813691113532,0.0490860842603075,1.55237447733198,0.8075414615236,-0.0460642595127687,1,-0.0628214678154805,0.666415543033648,"PF3D7_0309000","PKNH_0833700"
"PBANKA_0407600",-0.00238678850446211,0.688011829881312,0.0508194151686431,0.0240625210313649,-0.0695427401694942,0.103444901044205,-0.0134442590827377,0.021260561480472,-0.0353844097243456,3.84232178160653e-12,0.00136592090852438,0.0034657099794085,-0.00715827947276196,2.52345461417576e-05,-0.00241626004945244,0.0196220028595089,3.32896097327055e-05,0.728686954029843,4.53708868537515e-05,0.263521973865667,-0.0011139483945984,0.8075414615236,-4.12078051889069e-05,0.607630064273872,-0.0118890711252822,0.602966821362515,"PF3D7_0309500","PKNH_0833200"
"PBANKA_0407900",-0.0382273834406986,0.686091154607598,0.00300304646158757,0.521815134818523,0.0477734097352361,4.08650192030258e-14,-0.00683704808910344,0.0903409419986245,0.348178145253005,5.90269522208377e-37,-0.186557306802999,1.35276952437987e-47,0.685828388777718,8.33459656867474e-18,-0.459355898534854,1.68351434727372e-15,0.994742235055856,1.71440956248956e-28,-0.45939154887514,1.10698796089931e-06,-0.0544098240410856,0.994636554001601,0.546330938470681,0.743292400801267,-0.0129130465039352,0.931559579969771,"PF3D7_0309800","PKNH_0832900"
"PBANKA_0408100",-0.0161330663636268,0.622766927635518,0.0208321142340149,0.306064587621687,0.439840215591158,1.73236804786156e-46,0.18295912044137,2.37878462457511e-12,0.0256880431350857,0.698014724867369,-0.320246639011934,2.07618292723287e-72,-0.0117992779969371,0.0159886179889048,-0.00386886287082477,0.06700409271145,0.237894435353799,1.55401418191204e-10,-0.678022358789086,5.12550165582947e-06,0.410469410548623,1,-0.661582386488014,0.607630064273872,-0.0937915435788829,0.680602671472133,"PF3D7_0310000","PKNH_0832700"
"PBANKA_0408700",-0.0134867003055185,0.686843886756134,0.0208058893302814,0.31659652341702,0.267356268502503,2.76254727063828e-66,-0.00665321246248689,0.61463836310225,-0.311978015856184,7.58134300203358e-51,-0.0025979583895458,0.378236815233181,-2.1360614036371e-05,0.905083594213985,0.00247051402693378,0.0828469295091939,0.656593542766008,1.2855042777865e-16,-1.19966084376546,4.99257583817365e-13,0.00518671567952618,1,0.760749315740187,0.607630064273872,-0.000101134285230369,0.987323984434315,"PF3D7_0310700","PKNH_0832000"
"PBANKA_0409600",0.0234606315878237,0.0823715904296858,-0.0146831749996461,0.00408136470640766,0.280823510586613,1.16245987655272e-22,-0.197649098731143,1.42101207982087e-10,-0.148250766841588,3.22789425418609e-07,0.0737389306479746,1.10586505138551e-12,-0.136431310600423,4.66608956396921e-10,-0.0018122693267247,0.70312065820952,-0.000354896609113084,0.0615619537982154,0.199134045558102,0.000437148218149635,1.76997808964632,0.875181174317105,0.709171197237184,0.607630064273872,-0.166244863624448,0.594799891200214,"PF3D7_0311600","PKNH_0830800"
"PBANKA_0409700",-0.00647614313196739,0.678842722645199,0.000101062596330264,0.847273521267919,0.00903862728880915,0.00071875689179664,0.000544854660816569,0.865925876024454,0.239561460276265,8.59713856512167e-26,-0.0821824678633695,0.00453354115546366,-0.0627622194766122,0.018019248877548,-0.000351414184251417,0.897951406910825,0.0216959026538436,0.269922401589066,-0.0035099215254197,0.632471782810487,0.158798476741087,0.8075414615236,-0.000282653421190676,1,0.0546579329359494,0.594799891200214,"PF3D7_0311700","PKNH_0830700"
"PBANKA_0409800",0.00962550387917411,0.00482655093722269,-0.00315620911308407,0.948328866356764,0.346196857232937,3.94878869124171e-54,0.0699702964309342,8.98494960339676e-06,-0.0716518447118819,0.0454703060593374,-0.212803211653755,2.10829881829479e-41,0.404963076328859,1.03273859505528e-09,-0.435031905493879,1.60450772113299e-33,-0.00855089176905069,0.0224906754609317,3.30737932099796e-05,0.124320509624294,-0.000285832314998886,0.8075414615236,-0.000105731482180529,0.607630064273872,0.040202675418579,0.666415543033648,"PF3D7_0311800","PKNH_0830600"
"PBANKA_0410000",-0.0279600017300546,0.362690624317066,0.0544843796674564,0.325626134051593,0.86457296098297,1.0749283414615e-94,-0.664867171343346,1.96244730325606e-90,-0.162120540058706,1.78916643853586e-05,0.0139664173528341,0.227749279645163,-0.0306525529046117,0.0757181995776009,-0.0238092560308473,2.03658442249607e-06,0.000142101302113064,0.95597585736075,0.000446205741857533,2.15663172260626e-07,-0.000854176679961567,0.831231398686864,-0.000598826793233065,0.685414135524822,0.0376476105755582,0.607457584755802,"PF3D7_0312000","PKNH_0830400"
"PBANKA_0410600",1.21035962315953,1.94681709708891e-09,-1.38332977872642,3.2058831565548e-15,-0.214316891169063,1.64313738312015e-26,-0.000457295053995938,0.262641545574871,0,1,0.00300724185242411,6.54584435931325e-06,-0.0156350399124045,0.158608614077091,-0.00295226703188134,0.205474424194542,-0.0147802514550774,1.09478597711412e-05,0.00465379558331218,0.0642296879792352,0.0887761569144306,0.8075414615236,0.173520885721189,0.607630064273872,0.259429847697091,0.301452881261974,"PF3D7_0312800","PKNH_0829400"
"PBANKA_0410800",-0.0112667994449845,0.678842722645199,0.00353048011931504,0.964925561007515,0.622571051890258,3.63716597093179e-82,-0.290292455613117,7.12016658899171e-27,-0.210855976527692,8.88738265276005e-10,-0.00984295395842417,0.363424581741954,-0.116738515371573,7.1145787710644e-05,-0.0189999313156457,0.0152225784176385,-0.00111232491335034,0.329765103553839,0.00126515356306988,0.000534866052058287,-0.00570305774357863,0.8075414615236,0.00121693104654104,0.773026114409167,0.0149733473184247,0.674687716122435,"PF3D7_0313100","PKNH_0829100"
"PBANKA_0411500",-0.013312277022782,5.71760472167971e-05,0.0270624149567815,0.0198997577895456,0.31922535888466,1.26424427513533e-64,0.325470396866361,7.44724922783336e-61,0.258630952291818,2.21985696127126e-08,-0.389599060912721,8.92260341680284e-61,0.0282831569697068,0.0266001444029389,-0.0222844955439834,1.22516789968233e-05,0.0141903371742963,5.81698927462993e-15,0.00126162113127667,0.0883463053315881,-0.0212836882885163,0.8075414615236,-1.09108112200212e-05,0.837014962473317,-0.000761420280766395,0.892602272447684,"PF3D7_0313800","PKNH_0828400"
"PBANKA_0411700",-0.00032464726053462,0.979191706738757,0.0128891867535049,0.914504979620432,0.728798492772939,3.33969553369317e-101,-0.362426398348385,7.76618355218224e-58,-0.0920599904010362,0.00563360288343426,-0.0392844851462879,2.34209643318512e-05,0.593658791175592,1.23694889892695e-24,-0.263672692156925,1.31728138680529e-05,-0.976328379442457,3.70624460164859e-18,-0.0325560098866914,0.134978201280601,0,1,-0.024798527192915,0.712189286701739,0.0029897954512825,0.594799891200214,"PF3D7_0314000","PKNH_0828200"
"PBANKA_0412700",0.00355712646783424,0.00548429426522475,0.03458752027299,0.301113875008939,0.244486015106632,2.48065968897517e-40,0.183727589638551,7.22169977248408e-13,-0.38661835301668,1.82786681765523e-11,-0.0446250190369013,0.00340921741785225,-0.0253214361451431,0.03065191724879,-0.00228667693139046,0.595303916309807,-0.00103740023742024,0.795094804731928,-0.00714577530117065,1.33496956871644e-07,0,1,0.00476644086432302,0.607630064273872,-0.000276608141464561,0.987323984434315,NA,NA
"PBANKA_0413000",0.300683066077588,0.0932292069965442,-0.442860126117456,5.28515391881527e-06,0.169780665008371,9.80906662955757e-48,-0.177011739223486,5.1963767590091e-75,-0.0133740562903172,0.000452028410191637,0.0281575276097077,4.95877315508645e-22,0.165622218246045,2.18948949227539e-07,-0.0860179696536843,6.96656148516479e-11,0.36561404629478,2.95037771319134e-12,0.175922051528213,0.276704375863168,-1.66552918771203,0.830310143901663,-3.54910149891526,0.534571344851026,-0.65258134088636,0.219396307209074,NA,NA
"PBANKA_0413500",-0.0588863697955253,0.728511399972537,-0.000950328437464286,0.826623120946412,0.00971134264883602,1.02382060888244e-07,0.099938573277399,6.25994882679011e-87,-0.0619722258063873,4.59175283679578e-06,0.0188354809240227,1.05901306174467e-07,-0.0501756572643283,2.01012754796592e-11,-0.000126610017983609,0.951226424106441,0.206123202283215,1.18340226448537e-10,0.53736232831738,9.95592161704903e-05,0.804315111553751,0.988657237371605,-4.12383652406869,0.534571344851026,-0.537825615848255,0.174596929217029,NA,NA
"PBANKA_0414500",0.000325703001970019,0.169708614820605,0.0104414575422708,0.306198201466743,0.150999141165599,6.40612176509805e-47,0.0260344708532163,0.0467895007688202,0.353830597402078,4.16662432124864e-14,-0.120726495612773,7.03835810261387e-07,-0.293609060415815,1.30788399704993e-06,-0.000188117266434203,0.978704831990115,0.00693009312410544,0.266920254197504,0.0322282277848725,0.0108504980296361,-0.101866502687881,0.884736067151138,-0.0589512708643039,0.816727288992212,-0.022294376140034,0.43659643467384,"PF3D7_0316700","PKNH_0825100"
"PBANKA_0414600",0.22935018092061,0.394392201631268,0.346696826951303,0.0182496839281515,-0.904769516147392,1.0221198788235e-60,-0.00164179027544153,0.636278975673204,0.000861390110835293,0.144905919907803,5.36031806427951e-05,0.161830113727794,0.076396020750385,8.92027910027552e-26,-0.040605825247549,4.25558566525625e-36,-0.00827411225348913,1.04363467580798e-07,0.0175683345719678,7.26924758850408e-08,0.00897038336183611,1,0.149263705848616,0.607630064273872,0.383681401760109,0.00868679893429242,"PF3D7_0316800","PKNH_0825000"
"PBANKA_0415300",-0.0312089191057419,0.728511399972537,-0.00646702846880021,0.689725844089285,0.0135146142063787,0.0016378875172935,-0.00672812832916249,3.44383155644939e-07,0.0151823583162279,0.000146134383411309,0.0380838163487017,3.57680038293367e-08,0.782407957486938,6.17418990924671e-26,-0.13573881438733,0.0290266159108846,-0.647945329422086,4.89242834584875e-10,-0.0107736255794864,0.135759915671167,1.07769028195381,0.8075414615236,0,1,-0.0900184181828372,0.594799891200214,"PF3D7_0906000","PKNH_0703800"
"PBANKA_0415700",-0.28789484941062,0.0277313636643242,0.000959670449888474,0.955456014069299,0.0140872037770019,0.0143657741125471,0.0758762746790413,3.95645688652249e-20,0.77717011907556,4.15132025117586e-46,-0.320741176838366,9.00709728238512e-28,-0.456644871935621,3.91739827828661e-12,-0.0139561013576373,0.209011397233144,0.0287760960684778,2.50811002586192e-06,0.106445091530444,0.196142192098859,-1.7620026360919,0.8075414615236,-0.286869859902168,0.98428678774372,0.119903495183175,0.811405238099971,NA,NA
"PBANKA_0416000",0.0177137405693007,0.728511399972537,-0.00676313328850279,0.786725022099614,0.0301954114969131,9.87186749150414e-06,0.224032803826164,6.95678789702953e-107,0.170635625818765,2.22696868034579e-06,-0.0859832198425427,0.00226689080441312,-0.352812834219527,6.36423382327925e-08,0.00906624260000574,0.460151436200088,-0.0378857507665138,4.65723749128021e-08,0.120995004873331,4.14859423286729e-14,-0.822865113557299,0.8075414615236,0.00708922920510385,1,-0.152559457224288,0.0163582097161402,"PF3D7_0905400","PKNH_0703100"
"PBANKA_0416700",-0.00198588299454034,0.714180499800951,-0.00175771263981427,0.752573298451911,0.00424693096110455,0.00957278661529038,0.0712341870592792,1.08308194460423e-49,0.589253776064933,3.67600734690076e-53,-0.175173474382903,1.52535559566956e-10,-0.175827734956339,1.97519696306983e-07,-0.0192358568695463,0.0115659145259351,0.000883977647000668,0.0249917436933622,0.0125176518057507,0.000271148904089713,-0.0504189792869939,0.880045019293525,-0.0281984576413262,0.859217408045948,-0.00631061949808346,0.801078998365686,"PF3D7_0904700","PKNH_0702400"
"PBANKA_0418200",-0.00436525053077467,0.710896848715477,0.0160225129058128,0.289261979463708,0.36412565348259,3.01956010985001e-83,-0.141203856178171,9.56936131103237e-21,0.18905381993996,4.3700946957783e-07,-0.0840006228060145,4.16029610293701e-08,0.152640226656143,0.000827857770706319,-0.0993933213110808,1.08508526361778e-12,-0.0130193030601174,0.0734172726212838,-0.000612464083932533,0.466423370832883,0.079779418586084,0.8075414615236,4.34472918512305e-06,0.822756029924208,0.0154894794138285,0.699821404818572,"PF3D7_0903200","PKNH_0700900"
"PBANKA_0418300",-0.0164365567670303,0.728511399972537,0.0227033976512427,0.483914013348388,0.200761521056021,2.47021315304724e-37,0.0853863231938452,4.40649279858571e-12,-0.162130452840273,9.21555863068072e-11,-0.0898370966234709,4.18067258798433e-11,0.407015443336664,3.64288992219099e-10,-0.735242270866802,3.36005280038063e-22,0.0500894083268867,0.0615359446723658,-0.0422652785661633,0.00252389874922555,0.0625722109131027,0.8075414615236,0.0708632487736446,0.607630064273872,0.0247925586441879,0.792755515363228,"PF3D7_0903100","PKNH_0700800"
"PBANKA_0501600",-0.015308076481436,0.878966781565828,-0.0233216125421343,0.000271281439805284,0.00611835027177661,5.86587592150305e-53,-0.0056253497262468,1.275108984732e-136,0.00030931004495483,0.307515104791642,0.0012621041792562,0.452994876071205,0.0185945807183324,0.0231440240722151,0.168254489334133,4.54395269754436e-08,0.972253095041363,1.26577944375602e-07,-0.146021694827127,0.0992107595450193,2.02571692778066,0.8075414615236,0,1,-0.136981209137668,0.558223580264375,NA,NA
"PBANKA_0501700",-0.0106227366745187,0.734532237207971,0.00111937340862964,0.903279482553823,0.000999519622556367,0.203731598390713,-0.00369762054384422,9.76699209570118e-07,0.0902398237200827,2.10610490547806e-43,-0.0444720599737385,8.77640860196463e-15,-0.00608562469350558,0.230785040288144,0.00157499911650787,0.780820865204091,0.693819432293436,1.45940598358128e-25,-0.870512883302521,2.28020038453975e-14,0.648819003423278,0.8075414615236,0.163025197525393,0.607630064273872,-0.0191971322562044,0.413687742464745,"PF3D7_1017400","PKNH_0601600"
"PBANKA_0502700",0.631305463157743,0.00134589480722876,-1.31405704520312,3.78974038511611e-13,-0.159309989362736,6.76389082336683e-10,-0.00153100118703584,0.0333353351804001,0,1,2.83996538347617e-05,2.40167948663245e-06,0.000506860680035931,3.7222084982634e-17,-0.000101646624804627,0.00255066415216699,0.000152721549674247,0.000294362856639245,0.00279801047136687,0.160614562097637,-0.00200180991178858,0.8075414615236,0.0150043456024601,0.944403607361643,0.0521855089926519,0.722940264677312,"PF3D7_1018500","PKNH_0602800"
"PBANKA_0503700",-0.0201137802944027,0.766478758119388,0.0084117361510551,0.689725844089285,0.144480794998085,2.38504061303072e-38,-0.0615098039615287,1.50104526742213e-06,-0.0872799397211596,0.00186397415630579,0.193362352512147,1.84502344701367e-42,-0.183025801048423,1.74722246505567e-13,-0.0179754539910087,0.180485821685955,0.0554824913108304,1.88983161530431e-07,0.511458785633563,0.00590898515541886,-0.136593646867339,1,-2.27455961406923,0.607630064273872,-0.118116907183586,0.517959759140318,NA,NA
"PBANKA_0504200",0.981039628164968,1.42070030693114e-06,-1.02019954247406,2.09195201914472e-07,-0.0538896587543906,9.68417926600286e-07,-0.0299258270481363,2.62859015535775e-17,0.0256159932875843,5.24472069890744e-13,-0.0233283505927999,2.04096884558421e-31,0.00354924675846114,0.690982828694708,0.222996686927508,4.09036388290566e-23,-0.276317357313988,0.0576289596115401,-0.0441117878986692,0.278371067573637,0.231218966568154,0.8075414615236,0,1,-0.0327109473104369,0.774450869034932,"PF3D7_1020000","PKNH_0604200"
"PBANKA_0504600",-0.0183356641348339,0.728511399972537,0.0174686003757499,0.834223815322844,0.737019119409776,1.44228561017459e-60,-0.146942115425004,1.27898483751451e-06,-0.117342880791889,0.0777863278225885,-0.0882599218794304,3.37895558071418e-08,0.168140674206966,0.00284191719219218,-0.161154551758234,2.8264122567599e-13,-0.00089293103832203,0.525939983213783,-0.00469867744840641,0.77262169271645,0.00121571260165255,0.884736067151138,0.00126572399834648,0.607630064273872,0.0128468584554939,0.594799891200214,"PF3D7_1020400","PKNH_0604600"
"PBANKA_0505100",-0.0193177419826022,0.721486877901806,0.00566695747678901,0.0260476017129795,0.0432218395952308,2.47379230900678e-16,-0.04530392761445,9.51104917316834e-24,0.305000944009201,1.1887290131999e-25,-0.219726516387643,5.075609766025e-19,0.185077209848369,0.0353823938759947,-0.106460396768139,0.0259644914351282,0.33716149975717,0.000643101804343123,-0.0616500127930471,0.0124738769864136,-0.00330075372946078,0.8075414615236,0.0987580222328673,0.607630064273872,0.000118670234651397,0.851713930864824,"PF3D7_1020900","PKNH_0605200"
"PBANKA_0505200",5.62799190180151e-05,0.57596685629925,0.00397067170652571,0.963783008474484,0.190023265970483,1.28192157719393e-21,0.703795353717162,1.11618578421789e-159,-0.27201375167084,2.502977437599e-07,-0.35856656204653,7.23822344545421e-44,0.0669256310852997,0.000469053664217321,-0.0401966627584485,1.09608225808832e-09,0.000233625579765494,0.885175627471216,0.00057844998747456,1.74844825379704e-18,-0.000675375697862333,0.8075414615236,-0.000366005811994121,0.612915747013976,0.0629287696301162,0.594799891200214,"PF3D7_1021000","PKNH_0605300"
