"X0.26_slope","X0.26_qval","X0.76_slope","X0.76_qval","X1.3_slope","X1.3_qval","X1.8_slope","X1.8_qval","X2.3_slope","X2.3_qval","X3.2_slope","X3.2_qval","X4_slope","X4_qval","X4.5_slope","X4.5_qval","X5_slope","X5_qval","X5.5_slope","X5.5_qval","X5.8_slope","X5.8_qval","X5.9_slope","X5.9_qval","X6.1_slope","X6.1_qval","pk","pb"
"PF3D7_0613200",6.51865247621141e-05,0.678703948842491,0.0182324670588593,0.992721944520643,0.0258645290029601,0.736882509450889,0.0898677394200213,3.95021700387199e-17,-0.0260890173004664,0.0870509147603733,-0.00198317766156446,0.721945771577979,-0.0525747942363169,0.0202611798764611,-0.00239095535183026,0.000168444910106495,-0.000178652207081946,5.54316086307461e-09,0.000120021030362016,0.000480346695297015,3.67718844923698e-06,1,-9.67946998079386e-06,0.934744965737756,-2.05198745851417e-07,1,NA,NA
"PF3D7_0614900",6.86633371400536e-05,0.678703948842491,0.254600383537628,0.897332755327873,0.00384515191709641,0.95549826070126,0.290461846294686,9.83643179957215e-74,0.0939249027725725,0.00973603458633863,-0.118465815147622,8.30676508457634e-11,-0.202015761488445,0.00259775102166657,-0.00425281346345024,0.61051422463684,0.0883832366433914,0.000448697814877706,-0.0164563426914391,0.41235196763323,5.19512745428246e-05,1,0.000155347547041687,0.934744965737756,-2.04958763452764e-05,1,"PKNH_1135100","PBANKA_1229600"
"PF3D7_0615200",-0.0151962635635535,0.678703948842491,-3.11465890588776e-05,0.992721944520643,0.00666023426938809,0.95549826070126,0.0394759574405046,3.92997343341721e-08,-0.0203118820494436,0.0086782278076228,0.00229357979793344,0.299159289935053,-0.0126844618626513,0.04019357285059,-0.00065271809911428,0.580652903626867,8.90760327819365e-05,1.68905335231026e-05,-0.000145510377921014,0.000145541810275418,1.47500529932529e-05,1,-4.1008836080443e-05,0.934744965737756,1.43930251702771e-06,1,"PKNH_1134800","PBANKA_1229900"
"PF3D7_0615700",-5.69584436387631e-05,0.678703948842491,7.92174526499743e-05,0.992721944520643,0.015496851637428,0.880235543795873,-0.0175586623269555,0.00960248092109324,-0.0169452680753136,9.8784038115754e-07,-0.000500069445510281,0.219042890727499,-0.000384531075253341,0.715568277992867,-0.000893083563691927,0.398694867924118,-8.50333300815861e-06,0.223534172753184,-5.90321873572499e-06,0.0670676911166097,-1.624441129822e-05,1,1.48355653756108e-05,0.957248457651744,-3.65747249180237e-06,1,"PKNH_1134300","PBANKA_1230500"
"PF3D7_0617100",-0.0221204822059844,0.678703948842491,-0.19773690667436,0.992721944520643,-0.00086945326197492,0.997142299439373,-0.0588028316899685,1.23669242419074e-11,-0.00420464059813042,0.238926664471225,-0.00194818398196951,0.0788616583181316,-0.00762073748098626,0.0242820026843615,0.0806083344288836,1.56615503846608e-35,-0.127193208106616,2.98473442102986e-08,1.22630271397905e-05,0.109918335528168,-3.55907653986247e-05,1,-8.96431223176076e-05,0.934744965737756,0,1,"PKNH_1132900","PBANKA_1116700"
"PF3D7_0618300",-0.258818926809134,0.678703948842491,0.100612786357653,0.972404857543848,0.0790082020852049,0.697839372017762,0.18417483337727,1.75652684947763e-19,-0.214059917687934,1.48205476446673e-33,-0.052067374102066,3.12693189674508e-34,0.00998514923436787,0.364239754360041,-0.0178088468195847,1.21237827807881e-20,-0.000294656162460437,0.441870253985924,1.17307018914671e-05,0.458136109981128,0.000338747858435056,1,0.0003445787158415,0.934744965737756,2.44732510108433e-05,1,"PKNH_1132100","PBANKA_1117500"
"PF3D7_0621800",8.27070383012038e-05,0.678703948842491,0.0624912424791504,0.983417959434541,0.0166611496940693,0.880235543795873,-0.0377288365394308,4.7256721120693e-13,-0.00300842887210723,0.0963280626077682,-0.00101759114318195,0.0030078615995147,-0.00163006515508211,0.237923309396525,-0.00103142909588685,5.20729118680867e-07,1.07577633204772e-05,0.000546428409328651,-3.78571757692857e-05,4.09941973654316e-05,-4.87526106927641e-06,1,2.42342094860856e-07,1,-6.64180202483304e-07,1,"PKNH_1128400","PBANKA_1120700"
"PF3D7_0622000",6.78047963221186e-05,0.678703948842491,-0.00908971638330621,0.992721944520643,0.0297065635452547,0.697839372017762,0.0214374400734999,1.92159402502315e-05,-0.0212506526250521,4.31591684234944e-05,-0.00438870128255083,4.62433612393262e-15,0.00828885276651399,2.95896666350857e-05,-0.0293309506129679,1.61236516697568e-09,-0.00196167595710733,0.34635278329374,1.18771805202784e-05,0.578034522834771,-0.00028092833894183,0.979368050376794,-0.000185670298137851,0.934744965737756,-2.84312554485894e-05,1,"PKNH_1128200","PBANKA_1120900"
"PF3D7_0622600",-0.0542515839840238,0.678703948842491,0.000102989623376728,0.992721944520643,0.0134920158777063,0.736882509450889,0.0351073776359993,8.65645947490608e-09,-0.0196965907529427,0.000443315839770538,-0.00383854828278736,0.1699300906038,-0.0172332516577783,0.00819130457435967,-0.000532663810021711,0.525744117610825,4.12629310784204e-05,0.0813129915158127,7.66093157011354e-06,0.00604484201234972,6.42602422911978e-06,1,-4.73597588881927e-07,1,2.23013485796655e-06,0.610897554582911,"PKNH_1127600","PBANKA_1121500"
"PF3D7_0624100",-0.00303984453881571,0.678703948842491,0.188423613380623,0.992721944520643,-0.00808250819951961,0.76579823886199,0.0202759051727729,1.29103932504894e-09,-0.0119195503751902,0.0043762971794641,0.00995138227478775,7.49190210509565e-12,0.0082473007486884,0.536212484428567,-0.0186795248485681,4.62662873710554e-16,-6.90381063477475e-06,0.86135064783157,0.000475604259335307,1.55621413483032e-07,-0.000319039389047185,1,-0.000493328035750321,0.934744965737756,5.19240890798404e-05,1,"PKNH_1126100","PBANKA_1123000"
"PF3D7_0624300",3.2313460503249e-05,0.678703948842491,0.0606392497802681,0.992721944520643,0.000268329317362779,0.997697959968591,-0.0280002404773223,0.00115929713050852,-0.0078440005166692,0.0421072517327422,0.00415645174263339,0.000136303380859128,0.00973746236239119,0.282402379346299,-0.00793330060986347,2.75003914834631e-07,0.000247498982063792,7.62433751672217e-13,-0.0127793031100299,0.56540187460107,7.4032631737514e-05,1,-2.02037419342173e-06,0.934744965737756,9.7129718238793e-07,0.792522629758778,"PKNH_1125900","PBANKA_1123200"
"PF3D7_0624900",5.35456416262271e-05,0.678703948842491,0.0122481573997725,0.992721944520643,-0.00433769187469572,0.968565475410315,0.0293371794035464,0.00199386270091205,-0.0242180052538045,0.00604511468271871,-0.00331009471602176,0.0107431073837792,-0.0103080487092045,0.28730747815787,-0.0151170562232126,5.7288988232404e-09,4.09549771950841e-06,0.719795697623793,9.96980911622151e-07,0.956950984372684,0,1,0,1,-2.73838347242601e-21,1,"PKNH_1125300","PBANKA_1123800"
"PF3D7_0626100",0.00011779990647664,0.678703948842491,0.239061339076179,0.793894146102207,0.0201066222856805,0.892803054594635,-0.0294162360586086,0.000641503482589347,0.0177996327859363,0.000168274761393535,-0.0122721244180753,2.21065597588136e-18,0.000149897657345759,0.949136298840436,-0.00106773525164626,0.020462547568247,5.43343759425203e-05,1.95212491760772e-05,-9.1575092058742e-05,0.000121400058241379,-1.70699336501216e-07,1,7.00505414102267e-07,0.934744965737756,1.70582274083062e-06,0.295827561852667,"PKNH_1123700","PBANKA_1124900"
"PF3D7_0702900",0.000145581645297338,0.678703948842491,-0.000309307807954415,0.281555185194735,-0.00409144788051505,0.968565475410315,-0.0172348919184435,0.000636436777521894,0.0027324797021952,0.438498353504988,-0.00473456999781437,8.46061924406137e-09,9.42841486938345e-06,0.996334261349348,-0.000429587400153144,0.0086024298061458,-8.45392942232929e-05,0.000331955432160908,1.4858476963088e-05,0.6243311657181,-7.16769750293491e-05,1,-0.000252459752483875,0.934744965737756,0.000109324685516546,0.295827561852667,"PKNH_0101100","PBANKA_0800600"
"PF3D7_0705800",0.0932150810066734,0.678703948842491,-0.125906702256184,0.312482052480156,0.00872981438077314,0.896190124995304,0.044460222650697,2.44844487358762e-10,-0.0481173137400768,6.58158278604283e-10,5.39457350653332e-05,0.950319448130248,-0.0012149316616291,0.540866800326345,-0.00181099911078704,0.000468850809192452,-9.8569441355252e-05,2.15092311532574e-06,-4.76568821756473e-07,0.977418719910943,1.07448451640652e-05,0.979368050376794,0.000246566521570829,0.934744965737756,8.70523568974577e-05,1,"PKNH_0104300","PBANKA_0803400"
"PF3D7_0706100",-0.03961003748592,0.678703948842491,-0.00123826110383857,1,0.0139991349216514,0.76579823886199,0.0948439610604937,2.7078474264411e-20,-0.0332517929358656,0.0204157425919772,-0.0103419593118629,0.0437425369537368,0.100243374839869,0.000362627502460025,0.00179596497109906,0.913397721858078,-0.0443172828479589,0.474170380035046,-0.0377327574025932,0.119826843714676,-0.262391716812279,0.979368050376794,-0.114454028316353,0.934744965737756,0.0531145476982706,0.566826120906614,"PKNH_0104600","PBANKA_0803700"
"PF3D7_0712000",-2.27722249034393e-05,0.678703948842491,0.0414755760394001,0.983417959434541,0.00249350863390228,0.968278070509572,-0.00641568045355569,0.0648624705899368,-0.00493130301618624,1.61188991457665e-07,-0.000200799912048165,0.00358850307342485,-0.000176669701215269,0.470189670385923,-1.91906964472732e-05,0.123871524396166,-3.57478473974556e-06,0.0441405145178544,-7.44400045007711e-07,0.204516711990068,2.10374561060755e-07,1,-1.92805201084169e-07,1,-1.22433146868547e-07,1,NA,NA
"PF3D7_0714400",1.36351078926945e-05,0.678703948842491,0.00651100272133191,0.992721944520643,0.00184500089508694,0.974303473221768,0.00831381494971913,0.0119111236246981,0.00245976480767923,0.324892490637777,0.000749467984682931,0.564061104072018,-0.00862281600619488,0.0539087108766409,-0.00802279334304583,1.57904669420388e-10,-0.00020405302257882,0.298906714045159,-8.67005370420392e-06,0.00209119969518062,7.58648035523596e-06,1,-2.37912587127989e-05,0.934744965737756,1.83398677368795e-07,1,"PKNH_1423300","PBANKA_1421000"
"PF3D7_0718000",-0.00281692267941248,0.678703948842491,0.00194276293001199,0.992721944520643,-0.00401038970842369,0.968565475410315,-0.023579551089676,0.000457604084882254,-0.0130071038062556,0.00232703177045749,0.00441577255754364,2.44363408275308e-11,-0.00336514019433925,0.540866800326345,-0.00557724208768858,3.84847209299944e-13,-1.86059227963166e-05,0.0024898151630803,1.19851453974655e-05,0.227897530556926,1.07989744294257e-06,1,2.83006897869094e-06,0.934744965737756,3.38791349933788e-08,1,"PKNH_0313000","PBANKA_0615700"
"PF3D7_0719500",-0.0702311805305201,0.678703948842491,3.57580586461371e-06,0.992721944520643,-0.008610237510252,0.899460261819796,0.155783932959978,2.31878965289843e-67,-0.0653969712256161,3.77982268016301e-06,-0.0300615745133878,4.62799750600527e-12,0.00552893378414711,0.832947632944827,0.155222767279422,7.48509032499894e-24,-0.213473568683456,0.0431892075818343,-0.00270719535274439,0.32283157011285,-3.64318681715859e-05,1,9.11144351598886e-06,0.934744965737756,-3.55832965254251e-07,1,"PKNH_0314900","PBANKA_0617000"
"PF3D7_0724800",0,1,0.00283935806284707,0.992721944520643,-0.0478548196951005,0.593792725341908,0.0170633111875779,0.000623200341170096,0.372173026106448,2.15529049768285e-54,-0.185683443410145,7.8743883703665e-31,-0.120527980895086,0.000673109588891414,-0.00848542882752491,9.76846085520803e-07,-1.15292941338127e-05,0.425259927926366,-0.000912166224586739,0.56540187460107,0,1,0,1,0,1,"PKNH_0320200","PBANKA_0622300"
"PF3D7_0728500",-0.0912765374154505,0.678703948842491,9.22473984132067e-07,1,-0.00250149445137305,0.968565475410315,0.110464838061823,1.1010178613775e-78,-0.0333076808752783,0.00220715964335325,-0.0114883648793187,0.00034353970592155,-0.0197675203756152,0.133161749738999,-0.00184187119311008,0.717928909644698,-0.00194253293575468,0.108183438669516,-0.00117585385223702,0.570587702196599,-0.00015598998198689,1,2.85120941574123e-05,1,2.21651954591803e-05,1,"PKNH_0213100","PBANKA_0212600"
"PF3D7_0730200",0,1,0.0651259532970042,0.897332755327873,0.00924324424886021,0.931816505123511,-0.00162015186528791,0.647157431352406,-0.00156860500371342,0.636409014362862,-0.00207292067016637,0.0463701970767135,-0.00734098562198468,0.00119407785182012,-0.0006003415812057,0.00473692879041564,-1.68586391962897e-06,0.305904864811772,-1.55909679160181e-06,0.578034522834771,0,1,0,1,0,1,"PKNH_0215100","PBANKA_0214300"
"PF3D7_0703600",-0.00370390813157814,0.678703948842491,0.191659863733224,0.793894146102207,-0.0139447590764361,0.871436698380977,0.0585377323372972,1.4439950911973e-25,-0.0256989477502793,0.0348138614764305,0.0160156295895068,0.000103822840040567,-0.0292879956496212,0.316557947823779,0.388965973210284,3.8338614427209e-22,-0.553518576459417,9.58984437028078e-11,-0.00165421342322169,0.29905920627967,2.64893035035491e-05,1,3.78054587068967e-05,0.934744965737756,-9.86393705546564e-07,1,"PKNH_0101800","PBANKA_0801300"
"PF3D7_0707300",-0.000610653369077613,1,-0.025463321577914,0.0180362402339073,0.000360653048261868,0.836822191645768,0.000154568867681189,0.316193437896807,0.00259335918881648,1.10425328395707e-12,-0.000698036752786035,0.455401312303594,0.0212802376946573,0.0134489981844015,0.437605641025089,6.74098930398577e-13,-0.0288659728603293,0.624502101719025,-0.00202668868111187,0.62644192904667,-0.00700906008574836,1,-0.00973266111105246,0.934744965737756,0.00127192749707117,1,"PKNH_0105800","PBANKA_0804500"
"PF3D7_0709000",-0.119707554942712,0.678703948842491,-0.0822368520693592,0.992721944520643,0.0200759031705687,0.926878552582867,0.0814846897410526,1.65889686037785e-11,-0.0821759033329404,1.35867543516084e-12,-0.0197624835477479,3.66815130223403e-29,0.0273678670078501,0.000968459157637915,-0.0326458856505428,5.07476619754947e-38,2.8655677680103e-06,0.500673776808178,3.89980374454772e-06,0.29905920627967,-6.27807325971138e-20,1,0,1,8.21515041727804e-21,1,"PKNH_0107600","PBANKA_1219500"
"PF3D7_0716400",8.01607603007313e-05,0.835148929007496,0.00362984036356219,0.992721944520643,-0.0477576710645224,0.736882509450889,0.034103347279725,6.57736637866923e-07,0.00777540890738242,0.556275895717545,0.0359182024388771,3.04951157208502e-10,0.197675749951516,4.93945881177057e-05,-0.24769640898074,1.37277267727036e-44,0.000177450247495853,0.921883482676738,-0.00721048990682162,0.565914818142337,-0.000148675642314722,1,3.16938542704876e-05,1,1.8663636323441e-05,1,NA,NA
"PF3D7_0716500",2.39459067465464e-05,0.678703948842491,-0.064054457538843,0.974001188942106,0.0407018045582998,0.697839372017762,-0.00871358251386078,0.226187540076668,-0.037417502647868,7.63424368056711e-09,-0.00114385433274912,0.0870017618531715,0.00363542304460052,0.0775972765474878,-0.00277515816836547,5.1637402777745e-06,1.56884065766843e-05,0.000288248399994784,-2.78156331860491e-07,1,-0.000303510614969853,1,-0.000315507451792318,0.934744965737756,-2.24660004256308e-05,1,NA,NA
"PF3D7_0717000",-0.040750783649659,0.678703948842491,-0.000129663778935764,0.992721944520643,0.00364334693544181,0.95549826070126,0.0155054290414606,0.0718589095862456,-0.0284107953594517,1.55340108280388e-05,0.0115954603734576,0.00014373292201617,0.0229756121009643,0.220082182415537,-0.147060887557602,2.38632509530711e-35,-0.000480362713817785,0.242510711446313,6.64391342824886e-05,8.84847491294134e-08,3.28486636784282e-05,1,4.23066024155605e-07,0.934744965737756,2.182745485714e-09,1,"PKNH_0311800","PBANKA_0614700"
"PF3D7_0718500",2.27246454466149e-05,0.678703948842491,-0.0230437622220814,0.992721944520643,-0.0296700661476654,0.736882509450889,-0.0428906312710486,3.9076231945886e-12,0.00529463250961548,0.219403943348317,0.00385019863582902,0.0476652434166965,-0.0335538229695623,1.75348092947692e-05,0.0112374990392147,2.90452760743445e-15,-0.0327632886024865,2.28535583686383e-06,-6.21730947701544e-05,0.67072439519769,3.31196608791146e-05,1,4.23632628576899e-05,0.934744965737756,9.3472752774877e-07,1,NA,NA
"PF3D7_0718600",0.0020452925274758,0.954898181972624,1.15733348041811e-05,0.992721944520643,-0.0104141977352803,0.697839372017762,0.0199924614947229,5.87112473923721e-08,0.0867750647050518,3.09492397026137e-18,0.00299828716681614,0.552695529316137,0.0962023647602129,0.000274467914528936,0.11827833843828,3.42339272856959e-05,0.254129648223007,0.280193191700412,-0.0956054007992335,0.0732251622520946,0.125111873394962,1,0.465658175929744,0.934744965737756,0.0281669854088929,1,NA,NA
"PF3D7_0720700",0,1,0.406324235740064,0.372213126025916,-0.046137073101317,0.751176429880036,-0.0796319494570311,4.33436892218873e-29,0.0149245780825113,3.14307029682983e-06,-0.0119430657073543,1.13366675687066e-25,-0.00497925008587641,0.00966102777459617,0.0335761005331595,1.733252896625e-18,-0.179067551116353,3.69700991264733e-05,0,1,0,1,0,1,0,1,"PKNH_0316100","PBANKA_0618200"
"PF3D7_0720800",2.31133753545663e-05,0.678703948842491,-0.0643793877254939,0.992721944520643,0.0089275693435066,0.95549826070126,-0.000930182273731698,0.933854248406952,-0.0203293120550439,0.072153588062996,0.020069646120371,3.96549558902217e-06,-0.0323276695458948,0.080536294016359,-0.0641461080266194,1.36458589103049e-20,-0.0250627350805015,0.000581601813501905,-2.96537178016778e-07,1,5.87762065294428e-05,1,0.00018040895714276,0.934744965737756,-2.89183994300633e-09,1,"PKNH_0316200","PBANKA_0618300"
"PF3D7_0720900",1.42022183259275e-05,0.871987320343299,-0.0166387085115813,0.992721944520643,0.00126965504461111,0.99616778947731,0.0436939111603924,0.000137563273493797,-0.0126229990905618,0.34591332810154,-0.0243012486442081,6.97738275369486e-10,-0.0148688051810494,0.216577884695291,-0.00476572736939446,0.0061402391713754,0.00173370706966172,0.374622108331391,-9.2325368592128e-05,6.03507870333699e-07,0,1,0,1,3.44015032828079e-05,0.295827561852667,"PKNH_0316300","PBANKA_0618400"
"PF3D7_0724500",5.26288107881868e-05,0.718138591507369,0.000157795090525769,0.992721944520643,-0.000354778436851106,0.99616778947731,-0.00701394792904115,0.0325834738444681,-6.47407860177993e-05,0.23853643103019,1.36795143212269e-05,0.643425257931905,7.56965460293448e-05,0.311195617480076,0.0208362640156769,5.28394914455938e-09,0.545428610059454,9.73474425457282e-12,-0.206938074948056,9.20707624743394e-05,0.000603459076546306,1,4.64880054483643e-05,1,-2.54445124432155e-06,1,"PKNH_0319900","PBANKA_0622000"
"PF3D7_0725200",-0.00452763949182013,0.678703948842491,5.59813466603268e-06,0.992721944520643,0.0292617653818431,0.697839372017762,-0.00883078780012508,0.00194607069028409,0.00457230391593737,0.0538753764145483,-0.00356567470380198,1.49043697633332e-19,-3.57908918121123e-05,0.977963509701248,-5.11583537780133e-05,0.717928909644698,5.60307771639645e-05,1.10396334535479e-09,-5.16522728077617e-05,0.000710500754026997,-1.80109811552933e-07,1,7.31195941893225e-07,0.934744965737756,1.87746337529592e-06,0.295827561852667,"PKNH_0320600","PBANKA_0622700"
"PF3D7_0725400",0.575576520038163,0.678703948842491,-0.146541788414914,0.992721944520643,-5.73431265046785e-06,0.896190124995304,0.00139562866343504,9.36213008972242e-11,0.00212853327078567,0.0248014289773989,2.38741293102385e-05,0.959385110779105,0.0828287737407228,4.39718612727546e-15,-0.0642258694875051,1.06366744955548e-08,1.07317669802636,4.9024830413191e-19,-0.942870499405421,0.00019811538747852,1.5476192515844,1,1.59510803220971,0.934744965737756,0.0254729177298859,1,NA,NA
"PF3D7_0726200",1.73240634012289e-05,0.678703948842491,0.120900327250265,0.793894146102207,0.0188016934791028,0.856717015622797,-0.0572036255811283,1.38894233487173e-14,-0.00180769571387407,0.456095091134358,-0.00183370624770844,6.89050773829446e-17,-0.000592400710896211,0.60884590358453,-2.57111662484034e-05,8.85034676123166e-12,-1.46642966507651e-05,0.0197195218903305,-4.67384700338495e-05,3.9420797671473e-08,-8.385613333856e-05,1,-5.11613709686107e-05,0.934744965737756,-8.45689913226954e-07,1,NA,NA
"PF3D7_0728600",6.41996192453844e-05,0.827215090767277,0.0109376421130613,0.992721944520643,0.00640887183176096,0.926878552582867,0.0622094178281793,1.2332792121296e-13,0.117143475170664,1.86460139717141e-07,0.0291393548699453,0.0317405783680305,0.15798604294159,0.158613210294497,-0.107937201194404,7.43377625733654e-05,-0.0738751681647731,0.0015517475951417,-0.0158259478407136,0.56540187460107,-0.000111225315532526,1,2.52466176458854e-05,1,1.30189239725755e-05,1,"PKNH_0213200","PBANKA_0212700"
"PF3D7_0728800",3.77216895424437e-05,0.678703948842491,0.0321701874932676,0.992721944520643,-0.0180454058643642,0.926878552582867,0.0384136169125385,0.00151424677511548,-0.0637842116092195,0.000534690892954174,-0.0074814561364842,0.0298503412992877,-0.00874076953591139,0.648232441313942,-0.0133147571379313,6.81968885046354e-08,-0.00155983394465625,0.278268856754767,7.82754106487321e-06,0.26903265943144,-4.24216856099482e-06,1,2.46131854445511e-06,0.934744965737756,2.84368829985939e-07,1,"PKNH_0213400","PBANKA_0212900"
"PF3D7_0729600.1",-0.0823345623616123,0.678703948842491,0.00851228497241589,0.992721944520643,0.0354864801175947,0.751557460276318,0.0621931572550165,1.82626639679105e-06,-0.0524096362089511,0.00992184464630565,-0.0342312839819805,9.48391551074293e-16,-9.24780032832698e-05,0.986113194460352,-0.00662173068030152,0.00429974428728197,-0.00238783030828979,0.439565451291171,3.67264993084147e-05,0.254729849556171,-6.431347136752e-06,1,-3.2961771384122e-06,0.934744965737756,3.19973328883029e-09,1,"PKNH_0214500","PBANKA_0213700"
"PF3D7_0800200",0.000217126924849044,0.678703948842491,-0.000265801170333095,0.945053722257875,0.00941157841658024,0.856717015622797,0.00435906203583589,0.377764354763823,0.00506791063706147,0.0534948202632831,-0.00158088959758066,0.0249743561964557,0.00373031175297301,0.248555534210277,0.0850115244403107,5.05878439939398e-33,-0.383454668085718,4.79656899453612e-09,-0.000133159089998699,0.0272064980698378,0,1,-1.4442818395824e-19,0.934744965737756,5.47676694485203e-21,1,NA,NA
"PF3D7_0806300",0,1,8.0761615589306e-05,0.108804992804699,-0.0160525155971358,0.736882509450889,0.00124529907353416,0.00015743953657703,0.0466671531435461,3.75142471497281e-18,0.0161851120163799,0.0135477116403551,-0.0300219436215841,0.399470397190008,-0.0675572727277248,1.09344063849883e-06,0.0989092206278859,0.0630149791327655,-0.0978673768503263,0.000262754346730323,4.57817895945594e-07,1,-0.00033289383756675,0.934744965737756,-4.30638621552545e-06,1,"PKNH_0112600","PBANKA_1224400"
"PF3D7_0806600",1.06046099970932e-05,0.678703948842491,-1.1764495864883e-05,0.992721944520643,0.00172212477485901,0.99616778947731,-0.0114904487800862,0.00537524670302696,0.00224670648041065,0.113289598303871,0.000851961147856899,0.104622328047214,-0.00461369031630298,0.170814891051954,-0.00177412408869361,0.00218424050796635,-0.00022517630375071,0.434946592075206,-9.55295648646608e-07,0.563505621881146,-4.95322761217802e-08,1,2.03400820506135e-07,0.934744965737756,2.93342845297668e-08,1,"PKNH_0112300","PBANKA_1224100"
"PF3D7_0807700",-5.57223777105839e-07,0.833470590839579,0.0327034046186437,0.992721944520643,0.013206226816749,0.880235543795873,-0.00209671634007325,0.28404656399438,0.00014175552009774,0.881135171066448,0.0132679089917953,6.87690116892689e-29,0.0881321383857089,3.22347149917911e-09,0.0446983491563703,0.0919805375746935,-0.0198155445054085,0.247100337341275,0.000194390219720279,4.60210371367466e-07,3.49777115678427e-07,1,2.67920049510084e-06,0.934744965737756,-2.03168785821572e-07,1,NA,NA
"PF3D7_0810300",-0.207296148390193,0.932323503312519,-0.320729397410615,0.300535063234123,-0.0119116267909042,0.697839372017762,0.00325282723055447,0.293712343770977,-0.0147088405946619,5.42476079693678e-06,0.00270800890200607,0.001953883859035,0.0719629100097083,2.31739167099593e-05,-0.0362542233871997,6.38810410960917e-05,1.70144263852096,2.51932482801004e-24,-0.976528161087953,5.02686432999626e-05,-0.0849619931285056,1,0.462870545795565,1,0.64596015339237,0.295827561852667,NA,NA
"PF3D7_0812200",-0.00181907127661373,0.678703948842491,0.000477561682953946,0.984539788192252,-0.000938213929285524,0.95549826070126,0.0646577580537408,1.21869296403779e-17,0.0156210894046291,0.34304625966695,-0.0459662989636139,8.98279939472792e-17,-0.0146628384437879,0.0871602723126496,-0.012176464322717,0.00272215404471203,4.33698243137048e-05,0.0675618644700601,-2.32966269671581e-05,0.452710077411127,-2.59398647090643e-05,1,5.53982787870448e-06,0.934744965737756,2.87674466460688e-08,1,NA,NA
"PF3D7_0813200",-0.0309944257488657,0.678703948842491,-0.0208018868931668,0.992721944520643,0.00736304007091855,0.882376468195098,0.0412520772080372,2.76878139038808e-10,-0.0184857129822988,0.0248014289773989,0.00321386160261804,0.210923940128217,0.0786284025663922,0.000198780239792598,-0.130324356877019,1.0245222622265e-41,0.0027899340244114,4.33624310405411e-06,-0.000368762959913302,0.309340005331638,9.82879790400218e-05,0.979368050376794,6.37738571128472e-05,0.934744965737756,9.44763407858689e-06,1,"PKNH_1427200","PBANKA_1424400"
"PF3D7_0813400",-0.134862257882895,0.678703948842491,0.189536024060738,0.992721944520643,-0.0189990673359577,0.95549826070126,-0.0342750590531735,0.0460116473913959,-0.123480449104826,7.27177100617954e-29,-0.0324696497206323,1.09184955311299e-44,-0.0012900560819893,0.354045503456796,0.00122910883805449,0.671803503900603,0.0439468364239402,2.99735450429814e-06,-0.040440130609289,0.0678828649567962,0,1,0,1,0,1,"PKNH_1427000","PBANKA_1424200"
"PF3D7_0814100",-0.0117292632189614,0.678703948842491,9.63815804032907e-05,0.992721944520643,-0.0129111837118747,0.901108992167878,0.0177898967975774,0.014765061518072,-0.00781463718824836,0.254755809695077,-0.00871508285177892,1.38660875295356e-05,-0.00413911317753904,0.0183918402359707,3.28119583650549e-05,5.63552615154591e-05,0.000102404949930129,9.14733097593568e-05,-3.81308427206045e-05,0.22217601865406,1.88342197791341e-19,1,1.4442818395824e-19,0.934744965737756,0,1,"PKNH_1426200","PBANKA_1423400"
"PF3D7_0815600",-0.159998366358324,0.678703948842491,0.413880842610761,0.639718545094669,-0.013932270546756,0.95549826070126,0.0669788130203722,1.62507634218929e-06,-0.111311277829047,1.61049468199266e-16,-0.0436012703940593,1.02833710012998e-39,0.0129926654878954,0.00130262903443284,-0.0187441932134007,4.88107686696393e-20,-0.000750156578390201,0.440846950775866,2.29318146355863e-06,0.534731826386219,2.62401251825119e-06,1,-2.63569749519989e-06,1,-5.50970748366562e-07,1,"PKNH_0504800","PBANKA_0715200"
"PF3D7_0815700",6.12929272216439e-06,0.680741856157274,0.0810610388758074,0.749914059514208,0.0103424118385149,0.926878552582867,-0.019230385077834,6.15278550842242e-08,0.00193089526076087,0.00565716215408389,-0.000730437911356858,0.0476652434166965,-0.00206322664525144,0.0446298936810911,-0.000621049903661461,1.30164262453331e-05,-3.3322044538933e-05,2.02539328667599e-06,-3.32235471940714e-06,0.224949377383575,4.2550065064855e-07,1,-4.0226279875218e-08,1,-2.91154035852917e-08,1,"PKNH_0504700","PBANKA_0715100"
"PF3D7_0817700",-1.71043632265054e-05,0.678703948842491,-0.00749825723469071,0.0777140197629598,0.000305493115804959,0.968565475410315,0.000913729856273975,0.439804783726244,-0.00141122035905614,0.0522744406743963,0.0172529166509221,2.51773930814148e-19,0.219863905347285,1.32065533161421e-12,0.0738014515934925,0.251823466269073,-0.0627060620184335,0.161496657930045,3.56998901008895e-05,2.31255616947916e-10,8.25274743947825e-08,1,2.50356998388877e-06,0.934744965737756,-1.61895646032e-07,1,"PKNH_0502300","PBANKA_0713100"
"PF3D7_0818400",0.0708105236042432,0.678703948842491,0.504707520893839,0.897332755327873,-0.0105851969136383,0.95549826070126,-0.0916850835295998,1.10013023660635e-22,-0.00611074210821634,0.0222683929244263,-0.00119978569700038,0.179980192296921,-0.000363082022441835,0.932016535729578,-0.00171523308981787,0.00121810904665962,1.75688196370892e-05,0.167748557481737,-0.00144636609132536,0.58961159449082,4.59681716504752e-06,1,-0.000113275523941586,0.934744965737756,-1.39145308328098e-06,1,"PKNH_0501500","PBANKA_0712400"
