"X0.26_slope","X0.26_qval","X0.76_slope","X0.76_qval","X1.3_slope","X1.3_qval","X1.8_slope","X1.8_qval","X2.3_slope","X2.3_qval","X3.2_slope","X3.2_qval","X4_slope","X4_qval","X4.5_slope","X4.5_qval","X5_slope","X5_qval","X5.5_slope","X5.5_qval","X5.8_slope","X5.8_qval","X5.9_slope","X5.9_qval","X6.1_slope","X6.1_qval","pk","pb"
"PF3D7_0205800",-0.0244104626182175,0.678703948842491,0.165020493101462,0.972404857543848,-0.0551227265017884,0.661467159910895,-0.0266040491677559,8.9575014042108e-07,0.0242903509430445,0.000323953503507607,0.0414959226964168,1.15808539305789e-09,-0.0384105501952003,0.276788209559931,-0.0411211787020289,5.46851387917598e-13,4.04514934706487e-05,6.94849615212528e-09,-3.95139888467177e-05,5.34292609069749e-05,9.45368970372886e-08,1,6.53630990717715e-08,1,1.8832506132334e-10,1,"PKNH_0415100","PBANKA_0303500"
"PF3D7_0206900.2",-0.12167285212613,0.888980800552535,-0.143541200549242,0.0787782144088182,0.00324022090978808,0.926878552582867,-0.00112718815384872,0.430463765102375,-0.000509459877981751,0.093078765547638,0.000647186424201614,4.21727763506367e-05,0.00149303371316762,0.380262736438715,-0.00110693386407005,0.000478628837654189,0.121879959252961,0.0181188151951005,1.60180413162751,1.86518619728942e-05,-0.207984184338427,1,-4.39590021908791,0.934744965737756,-0.66960135169682,0.509171816590969,NA,NA
"PF3D7_0207400",0.0185374603987955,1,-0.194377737480976,0.0116103621318663,-0.00551902630737647,0.751176429880036,0.182938826970497,1.55743707767804e-101,-0.0326018063888969,0.253722688982815,0.0325513167403198,0.0246748190743687,0.13392529683168,0.302156454013152,-0.269049643705376,9.45512136428586e-15,-0.0360178675340794,0.00194354552105154,-0.000136583657706331,0.0218433100841328,0,1,0,1,0,1,NA,NA
"PF3D7_0207500",-0.0434431069450901,0.678703948842491,-6.90791682867871e-05,0.992721944520643,-0.00338760998616901,0.968565475410315,0.0440996401948162,2.1214756608358e-18,0.03667200679325,0.0155580954784522,0.0108627595918492,0.491344440680837,0.181731358504017,0.138542241099848,-0.245480690463969,1.03461486954661e-11,-0.00481260766114573,0.263616904728002,3.84309560038921e-05,0.416029009945991,-7.73152609857153e-08,1,3.16979375360593e-07,0.934744965737756,1.63862852093924e-09,1,NA,NA
"PF3D7_0208000",0.00021542446581148,0.678703948842491,9.22884680486116e-05,0.475527767433016,-0.00487296392549561,0.954760927004316,-0.000724744452111286,0.648647393029931,0.0934617450853785,1.16724884837403e-14,0.0114035290257667,0.423169546933743,0.31702807899506,0.00195107109477483,-0.295611388412713,1.58311729820646e-10,-0.0250500147942981,0.768702360685581,-0.0613805847065514,0.0804685030780784,1.39487201851302e-06,1,0.000483758361742001,0.934744965737756,-6.65152362635861e-05,1,NA,NA
"PF3D7_0208700.2",9.89174740192709e-06,0.701420003730886,0.135018165624181,0.897332755327873,-0.00128138292786348,0.997142299439373,-0.0538697608863147,6.40700034462484e-09,-0.0398903357681062,3.87982098832765e-12,0.00504301046205079,2.29928617433942e-09,0.00128474460657733,0.812710432405848,-0.00798587318654618,0.00831834890222207,-0.000623526494628494,0.232500620189549,8.69109076435066e-07,0.797222525728469,1.28627419714841e-06,1,2.25316470567001e-06,0.934744965737756,3.40144692345205e-08,1,NA,NA
"PF3D7_0209200",0,1,0.376120963011232,0.983417959434541,0.0103449077323545,0.95549826070126,-0.0033588676061836,0.588482749708722,0.0039083521825283,0.359724140121159,-0.0101275152228117,1.18313985877796e-24,-0.000586911287843584,0.357556277145606,-0.000598691667412867,0.629840377749347,-9.36223685016972e-06,0.0138035941696832,-1.5452037073562e-05,0.413178191214299,0.000233986718570524,0.979368050376794,0.00017332706032741,0.934744965737756,2.43340731995728e-05,1,"PKNH_0411900","PBANKA_0306300"
"PF3D7_0209400",1.04501954282153e-05,0.678703948842491,0.00978802677906213,0.992721944520643,0.00128057040929556,0.95549826070126,0.0130714796188197,0.00108139540153491,-0.0168720380263606,4.16548156329489e-10,-0.00163150747357638,5.92036627825368e-10,-2.18588655303518e-05,0.554513111144076,-2.572523845516e-06,0.735792395485174,6.04319259520509e-06,0.0248976821776443,-0.00214239831083539,0.29905920627967,3.92098798354497e-05,1,3.61070459895601e-20,0.934744965737756,1.36919173621301e-21,1,"PKNH_0411700","PBANKA_0306500"
"PF3D7_0209600",0,1,0.000438357657533335,0.106198092790603,-0.00655358167146961,0.736882509450889,0.00947791115509265,2.04379413126146e-11,0.0382995490580253,3.1838020531361e-06,0.0241085273067101,0.00151866461073344,0.0217834626566764,0.748504408352415,0.0884457160989265,0.00175271210048076,-0.450597782237128,0.0454477248054511,-0.00812518266829474,0.570608693771955,0.00070794575636898,1,0.00170817826615146,0.934744965737756,-0.000644540586668953,0.295827561852667,"PKNH_0411500","PBANKA_0306700"
"PF3D7_0210600",0,1,2.79983670776964e-05,0.275359909385562,-3.44430534968522e-07,0.968565475410315,-5.78719056220294e-05,0.0397616745570379,-2.59511176163965e-05,0.122469455427716,-9.60334658293107e-07,0.338050050305754,0.000305112472000228,0.366034188955737,0.0579356744394599,4.76853592009508e-42,2.26177560915997,3.73018850412163e-24,-1.37507854618543,2.33029385452836e-06,0,1,0,1,0,1,"PKNH_0410600","PBANKA_0307500"
"PF3D7_0211900",2.89036551365263e-05,0.678703948842491,-0.0264087137903826,0.992721944520643,-0.0121609483956233,0.95549826070126,0.0479654148792622,0.00249093452320311,-0.0967025686464748,2.18248905001792e-10,-0.00127736424014088,0.821061683934366,-0.0312272141655833,0.142410559486699,-0.0180942800862397,1.05164997681091e-11,0.000245380966415272,0.478455483239746,8.57655257678121e-06,0.261842419625956,-5.45604292418183e-07,1,4.01736708001569e-08,1,-8.03531714762168e-08,0.792522629758778,"PKNH_0409300","PBANKA_0308700"
"PF3D7_0213300",-0.0099526061447814,0.678703948842491,-1.23725150935592e-05,0.992721944520643,0.00807495250711612,0.95549826070126,0.035942276755501,4.05107830410753e-07,-0.0301621221995155,0.000774517357428601,-0.00752141649246033,3.96999337371372e-05,-0.00537169671858264,0.325636211261947,-0.000419512277693215,0.0105629171685848,-0.000118181232001355,3.18177257047801e-12,6.98354641261098e-06,0.314963664632491,-8.55447302711528e-06,1,-4.38446765055344e-06,0.934744965737756,4.25540229058586e-09,1,NA,NA
"PF3D7_0213600",3.80182619666911e-05,0.678703948842491,0.000125827178428849,0.984539788192252,0.00119223560450393,0.997142299439373,0.0440950867403623,9.47825635944433e-06,-0.0433898283093047,2.1012169238643e-05,-0.00982450340288949,3.37461825325682e-16,-0.000331345002156349,0.345165172669689,0.00509121066482712,1.47299367897024e-05,0.0407332401290016,2.03704609762922e-06,-0.0913319443324145,0.00849052505661726,0.000103398214745069,1,-3.7060223564477e-06,0.934744965737756,2.23334556354908e-06,0.295827561852667,"PKNH_0407400","PBANKA_0310500"
"PF3D7_0214400",5.83313954422323e-06,0.875956146900862,0.234748617580711,0.953508223875853,0.0105127223977329,0.95549826070126,-0.0602895047739457,4.97523725739707e-15,-0.0177821008221039,4.6248380958578e-07,0.000175317551120789,0.273928091604841,-0.00050641131355915,0.541504537533588,-0.00107355128512108,2.66063166171158e-07,-5.05990795584038e-05,2.11573003730167e-07,-0.000543587417460261,0.56540187460107,0,1,0,1,1.4819657540619e-05,0.295827561852667,"PKNH_0406400","PBANKA_0311200"
"PF3D7_0215900",-6.6457883537089e-05,1,-0.000486540848045916,0.992721944520643,-0.000393867606942715,0.736882509450889,0.031480828501603,4.84865331595922e-06,0.00556263241117803,0.748545646739744,-0.00777517590187174,0.238845487758096,-0.00839291544061359,0.808160579219551,-0.0650210041094755,0.0029884308854251,-0.00608862128199855,0.360746801998284,2.64570826371341e-05,0.668967330777247,-9.45815253656343e-07,1,3.89082403836197e-06,0.934744965737756,2.00689928700259e-08,1,"PKNH_0405000","PBANKA_0312600"
"PF3D7_0218300",3.967224579114e-05,0.678703948842491,-0.100142633911171,0.968582450816443,-0.00755235078582551,0.95549826070126,0.00808633202238084,0.32324231467913,-0.0596797147674134,5.35861244561643e-12,-0.00322934998445722,0.0042699581233274,0.020184097427672,6.0436050400099e-05,-0.0131282641352689,4.19321019369129e-16,-4.23856306366801e-06,0.79398753208296,-1.56894105634001e-06,0.857035151159589,-7.15125286553095e-07,1,-1.48544969344268e-06,0.934744965737756,2.99399719463391e-07,0.792522629758778,"PKNH_0402600","PBANKA_0315000"
"PF3D7_0219500",-0.0396687170017853,0.678703948842491,0.0317534213235467,0.992721944520643,0.0415633120708914,0.725516696549367,0.138396764766047,1.91159434178262e-19,-0.128028519087075,1.17205071671637e-10,-0.0224642654442366,9.6330693389192e-07,-0.0144416782286219,0.325636211261947,-0.00600775762219843,0.0483281264357475,0.0033581407585095,0.0540063862636979,-0.030643156384271,0.0135840355731417,0.00641033110962153,1,-0.0493224626686394,0.993506993962188,-0.0139084484138109,1,"PKNH_0401400","PBANKA_0315900"
"PF3D7_0220200",0.0232525859075875,1,-0.130608222949394,0.992271252181583,0.035726467636617,0.736882509450889,-0.0925055633372171,1.50823000870999e-30,-0.00711383050877361,0.000317264999280337,0.000268556431082496,0.0185829404851546,0.000658619290711078,0.0897580500617233,-0.00261795972324548,0.0161741468299814,0.104720730593004,3.22234575684084e-07,0.382421183251062,0.000478490028873103,-1.21049158437174,1,0.63879736723607,0.934744965737756,-0.0362017202487667,1,NA,NA
"PF3D7_0202900",-4.58073827973921e-05,0.866438769402571,0.00512562640665428,0.992721944520643,-3.3583154524169e-05,0.99616778947731,0.0239576110334524,6.94554229195232e-11,0.0275494117956384,4.17613916172705e-07,-0.0122987281533113,1.70188302366522e-07,0.00380172090953933,0.739697421195913,0.00788998892974006,0.110320501179721,0.0158823928222854,0.0166047702514398,-0.0162286960024895,0.233466996065579,-0.00557965385694615,1,5.52106253771224e-05,1,2.63320536026441e-05,1,NA,NA
"PF3D7_0204200",-0.00070444020680524,1,-0.858952343913393,0.0116103621318663,-0.0430386680652761,0.697839372017762,-0.0594637305322196,4.62284228316755e-19,-0.00820950462237116,0.041881081035146,-0.00685383419715083,5.16209536321915e-19,0.0135980392651464,1.29793296602902e-05,-0.0131828321809875,1.09350360060811e-23,0.316091740645368,1.50665494199298e-08,1.61761607119271,1.14185897215559e-08,0.803292069605968,1,-0.124728647365933,1,-0.326147259183218,0.295827561852667,"PKNH_0416900","PBANKA_0302000"
"PF3D7_0204900",-0.0806176383728618,0.678703948842491,0.00176794038652168,0.992721944520643,0.0753658192873295,0.661467159910895,0.00868159386497944,0.629111170113813,-0.0629583981980475,3.49162647963958e-05,0.000960623949648191,0.897670851988001,-0.0590125943395878,0.00488743591140179,-0.00849117589014669,2.41919337233861e-08,-1.58815169360659e-05,0.0589471502752178,1.45945086166088e-05,0.257460519964128,-2.45759371071071e-07,1,3.57929959117256e-07,0.934744965737756,-1.20644913161574e-07,0.792522629758778,"PKNH_0416000","PBANKA_0302700"
"PF3D7_0205300",3.60456044851242e-05,0.678703948842491,-3.67273154000245e-05,0.992721944520643,-0.00499956138470601,0.95549826070126,0.0113866214818708,3.01459319102846e-12,-0.0112704627283264,3.0355776374731e-08,-0.000175036671948781,0.0378058273994369,-7.15504237433472e-05,0.363703661182609,0.0134922514602063,5.05318342861188e-30,-0.0250356318549753,0.0345889746596614,-0.0123766568861041,0.61066672520824,-0.0241219589344881,1,-0.413423003608069,0.934744965737756,-2.71982209973301e-07,1,"PKNH_0415600","PBANKA_0303000"
"PF3D7_0205900",-0.0150912692548889,0.678703948842491,0.0100120631357494,1,-0.0414421577994266,0.76751782978552,0.028097249617539,0.0120488699001284,0.00940745132676177,0.489034184841365,-0.0063048473372257,0.187902007619846,0.103806663114679,0.00322574906327443,0.00117631449889955,0.945795805072126,-0.03449405825031,0.316173354679561,0.00885060058197553,0.0663277520387826,-0.0145004956396022,1,0.0353933412662286,0.934744965737756,0.00538624574332108,1,"PKNH_0415000","PBANKA_0303600"
"PF3D7_0210400",5.80347279764785e-05,0.678703948842491,-1.25440920149056e-05,0.992721944520643,-0.0139538582672361,0.820378272557048,0.032963767661714,2.35704079038181e-05,0.0124566742086637,0.395824909979165,-0.0259886561200021,4.92961016010328e-19,-8.79685796469212e-06,0.903191631743206,-0.000166592567434825,0.596774272046152,9.6989835020141e-05,2.16953318873864e-06,-0.00011645732871656,0.00168198854279778,-1.41330008711729e-05,1,-5.78920113815207e-06,0.934744965737756,3.36281804183763e-06,0.295827561852667,"PKNH_0410800","PBANKA_0307300"
"PF3D7_0213100",0.0174115414705498,0.678703948842491,0.3539411803236,0.968582450816443,0.0442357387734693,0.736882509450889,-0.143194979134107,1.63656529107406e-32,-0.00855111622789826,0.00653484990049609,0.00189381648636326,2.09195953002822e-10,0.0254871951123937,8.99123997268475e-05,-0.0107167075399869,7.42654542756332e-22,-0.000152983351923774,4.45459743982957e-05,-0.00021687887963134,0.638921177257935,-3.26610588742135e-06,1,6.80637444178287e-05,0.934744965737756,5.59777110034775e-06,1,"PKNH_0407900","PBANKA_0310000"
"PF3D7_0213400",1.13705838696029e-05,0.678703948842491,-0.0646996833568808,0.972404857543848,-0.00507306775910516,0.95549826070126,0.00164241251722619,0.581960772590803,-0.0100606051930347,6.32889760056671e-09,-0.000582928942509384,4.62685592390836e-06,0.000811491250401312,0.0249510574555263,-6.87445526458799e-05,0.779326448603364,-6.3719938652517e-06,0.343498234554565,-6.34094095474876e-06,0.201165307801255,-2.93302552974617e-06,1,-3.7391581312631e-06,0.934744965737756,3.20762359854582e-09,1,"PKNH_0407600","PBANKA_0310300"
"PF3D7_0214900",-4.39384273177928e-05,0.678703948842491,-0.00661067399522767,0.0777140197629598,-0.00100350075760776,0.978368937897264,0.00582855234646869,0.000193752097083726,0.00302624116109119,0.0257678784423956,0.000226841863023001,0.797028270681038,0.050053348621321,2.91922896481217e-06,0.483062967042213,5.16211632592427e-22,-0.427143849950449,3.71852918320206e-06,0,1,0,1,0,1,0,1,NA,NA
"PF3D7_0216700.2",0.890115670063196,0.678703948842491,-1.41056200134683,0.139842475704317,-0.00104384778957678,0.968565475410315,0.0177819942068542,6.87132214307668e-07,-0.0106341038163139,0.000228109586955239,0.012946053512944,1.54820897822525e-19,-0.0188771306210666,0.0315514501143056,-0.00516452975402838,1.43102194393989e-05,0.0277537530414363,0.0181188151951005,0.28196802721555,0.0157847443589497,-1.12596100220422,1,-4.2163961170863,0.934744965737756,0.666967220593951,1,NA,NA
"PF3D7_0217500",0.118589487079124,0.98800577077047,-0.669598850137859,0.0342265516458076,-0.000253317979038336,0.95549826070126,0.00265370991526266,1.14677291372443e-07,0.000699634424282459,0.467475002683415,0.00416570443974899,6.02198232095519e-06,0.0119058351190106,0.0896964559939154,-0.0091774180977506,0.115506792711871,1.66054834592235,1.72760308138977e-25,-0.430790958941774,0.0554793657970729,-0.310758985880189,1,-1.04754866444513,0.943099098025198,0.728123600799881,0.295827561852667,"PKNH_0403400","PBANKA_0314200"
"PF3D7_0218100",-0.0669502306025859,0.678703948842491,5.57087217429939e-06,0.992721944520643,-0.014645873386656,0.76751782978552,0.0643348254933999,1.91635922510846e-29,0.00373281012322415,0.712737567776671,-0.00689544702909963,0.0663498791790626,-0.00750252836033233,0.768031728079336,-0.0161744533931539,0.50782542541765,-0.00982707050266291,0.441870253985924,3.95761756457556e-05,0.0121870731712433,1.10544042767006e-07,1,-1.01264800223905e-06,0.934744965737756,-6.05896037429986e-09,1,"PKNH_0402800","PBANKA_0314800"
"PF3D7_0220800",1.03271754413656e-06,0.975264044829063,-5.41353552589849e-05,0.0976448667624519,0.0154743270627527,0.736882509450889,0.00298501070699932,0.00626407937778122,-0.000486399219762789,0.81015086743197,0.00517033442303601,1.71118653287978e-05,-0.0149784426545542,0.000638237923283285,0.674895485076795,3.94944603801725e-31,-0.498601551413084,1.96371924595478e-08,4.39009469070675e-05,1.85365543473714e-09,2.38871206271333e-06,1,2.31704560963293e-05,0.934744965737756,-1.40011770742636e-06,1,NA,NA
"PF3D7_0305000",0,1,0.0805726699210264,0.992721944520643,0.0325220542532181,0.751176429880036,-0.00165013959722962,0.874884705476483,-0.0137869708208036,0.139083314995768,-0.00901750262046703,0.0239124449566784,0.0276979597360391,0.163884904067424,-0.039294762370604,4.58566650699455e-17,-4.76827898643979e-06,0.428739457332409,-3.71173353469405e-05,7.9199800797865e-06,0,1,0,1,0,1,"PKNH_0838100","PBANKA_0403500"
